codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao
3012816;USF JOAO BOSCO PINHEIRO;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;1 DE MARCO;AVENIDA PRINCIPAL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.549414124635733;-56.031923847421204;(65) 3649-3310;2025-09-03
3019853;USF TRES BARRAS;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;TRES BARRAS;RUA 29;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.5738447;-56.0597532;(65) 3649-2913;2025-09-03
3023087;USF JARDIM UMUARAMA ALTOS DA GLORIA;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;TRES BARRAS;RUA 29;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.557257840724281;-56.0250105257455;(65) 3649-1450;2025-09-03
3036715;CORMED CARDIOLIGIA E INTERVENCAO;CORMED CARDIOLOGIA E INTERVENCAO LTDA;510340;Cuiabá;Sim;Sim;RIBEIRAO DA PONTE;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.63046855;-55.959339543166564;65 36613283;2025-09-03
3036723;DROGARIA SAO PAULO;DROGARIA SAO PAULO S A;510340;Cuiabá;Sim;Sim;CENTRO NORTE;PRESIDENTE GETULIO VARGAS;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;43;M;Não;Não;NAO;Não;Não;Não;Sim;-15.592077007644924;-56.10435857984308;11 32747400;2025-09-03
3040208;SONAR;SONAR UNIDADE AVANCADA DE DIAGNOSTICO POR IMAGEM LTDA;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.581930084741828;-56.111293935865;65 33222168;2025-11-27
3040240;USF RIO DOS PEIXES;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;RIO DOS PEIXES;RODOVIA EMANUAL PINHEIRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.395520419809216;-55.99094794091662;33186987;2026-04-07
3042200;CLINICA CARDIOLOGICA DR ADENA;CLINICA CARDIOLOGICA DR ADENA LTDA;510340;Cuiabá;Sim;Sim;CENTRO;ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.59656309051629;-56.100062114191125;;2026-07-07
3042367;CLINICA PAIS E FILHOS S C LTDA;CLINICA PAIS E FILHOS S S LTDA;510340;Cuiabá;Sim;Sim;CENTRO;BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6192643;-56.1200692;;2025-09-03
3043959;BARROS E VIEIRA;BARROS E VIEIRA LTDA;510340;Cuiabá;Sim;Sim;CENTRO;RUA 13 DE JUNHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.603614031095049;-56.100083771164364;(65) 3219049;2025-10-11
3044106;IB LABORATORIO;IB LABORATORIO DE ANALISES CLINICAS;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;;Não;NAO;;;;Sim;-15.581099059401533;-56.07765510182462;(65) 6424962;2025-11-04
3045536;INSTITUTO CARVALHO DE PSICOLOGIA;DANIELA CRISTIANE CARVALHO LTDA;510340;Cuiabá;Sim;Sim;JARDIM DAS AMERICAS;BUENOS AIRES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-16.2662115;-56.6415775;41 96869828;2025-09-03
3052796;CLINICA DE NEUROLOGIA;CLINICA DE NEUROLOGIA DR LUIZ EUGENIO CERVELLINI LTDA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 33220271;2025-09-03
3052990;TORRES LASER OFTALMOLOGIA;BRAULIO TORRES CRUZ JUNIOR;510340;Cuiabá;Sim;Sim;ALVORADA;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;84;M;Não;Não;NAO;Não;Não;Não;Não;-15.587762454818535;-56.08352097822194;65 36232963;2025-09-03
3054071;CLINICA DE PSICOLOGIA E PSICOPEDAG SINTONIA DA MENTE;CLINICA DE PSICOLOGIA E PSICOPEDAGOGIA SINTONIA DA MENTE LTD;510340;Cuiabá;Sim;Sim;JARDIM DAS AMERICAS;SAN SALVADOR;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.605690410026464;-56.07526276845318;65 30215230;2025-09-03
3054578;PRATA MEDICINA E SEGURANCA;UROLITO SERVICOS MEDICOS LTDA;510340;Cuiabá;Sim;Sim;BAU;AV RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;(65) 6238226;2025-09-03
3054586;GASTRO CENTRO;GASTRO CENTRO LTDA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.600109478955629;-56.09202867282027;65 92162774;2026-06-02
3055442;ECOCENTER ULTRASSONOGRAFIA;QUEIROZ REZENDE CIA LTDA;510340;Cuiabá;Sim;Sim;JARDIM LEBLON;AV GOVERNADOR DANTE MARTINS DE OLIVEIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.5844435;-56.0480249;;2025-09-03
3055612;ULTRACENTER SERVICOS MEDICOS;ULTRACENTER SERVICOS MEDICOS LTDA;510340;Cuiabá;Sim;Sim;CENTRO;GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.602709853504631;-56.09209885600147;;2025-09-03
3058387;CLINICA SANTA MARTA;REGINA MARTA VRECH COELHO;510340;Cuiabá;Sim;Sim;SANTA MARTA;SANTA MONICA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.575893134162099;-56.09979369025324;65 30273056;2025-10-11
3058395;AYRTES DE MATTOS PULCHERIO RIVERA;AYRTES DE MATTOS PULCHERIO RIVERA;510340;Cuiabá;Sim;Sim;CENTRO;RUA BARAO E MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.602288952497744;-56.101813759294025;(65) 6244430;2025-09-03
3059952;USMED CENTRO ESPECIALIZADO EM ULTRA SONOGRAFIA;SHIBASAKI SHIBASAKI LTDA;510340;Cuiabá;Sim;Sim;TANCREDO NEVES;TANCREDO NEVES;MUNICIPAL;;ATENDIMENTO COM TURNOS INTERMITENTES;39;M;;Não;NAO;;;;Sim;-15.569820844648024;-56.05457545102445;65 36277003;2025-11-27
3061078;CLINICA DE DOENCAS NEUROLOGICAS;CLINICA DE DOENCAS NEUROLOGICAS CARLOS BOTELHO SC LTDA;510340;Cuiabá;Sim;Sim;CENTRO;RUA JOAQUIM MURTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;;;;2025-09-03
3062627;;CIRURGIA GERAL E ENDOSCOPIA CENTRO OESTE LTDA;510340;Cuiabá;Sim;Sim;QUILOMBO;MARECHAL DEODORO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.586303938052044;-56.097397893526356;65 33225186;2026-06-26
3062694;CADIM MEDICINA DIAGNOSTICA;CADIM CENTRO AVANCADO DE DIAGNOSTICO POR IMAGEM LTDA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;ACLIMACAO;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);36;M;Não;Não;SIM;Não;Não;Não;Sim;-15.586898754189228;-56.07810138853735;65 21216363;2025-09-03
3064123;CLINICA ANGEL;ANGELA CENTRO TERAPEUTICO LTDA;510340;Cuiabá;Sim;Sim;ARAES;RUA AZELIA MAMORE DE MELU;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.590067310888083;-56.092295073837946;(65) 6221374;2025-09-03
3064131;YULIA JACOB DE MORAES;YULIA JACOB DE MORAES;510340;Cuiabá;Sim;Sim;JD ACLIMACAO;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.582740762690568;-56.07743350490292;(65) 6427074;2025-09-03
3064344;CENTRO INTERDISCIPLINAR DE EQUOTERAPIA;NOETHEN NOETHEN LTDA;510340;Cuiabá;Sim;Sim;POPULAR;SENADOR FILINTO MLLER;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.593551971602604;-56.10931260000462;65 30284747;2025-09-03
3066649;DENSIMAT;DENSIMAT UNIDADE DE DENSITOMETRIA OSSEA DE MATO GROSSO LTD;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.59462170581704;-56.11991346251064;65 36244001;2025-10-17
3066657;INSTITUTO DE REUMATOLOGIA E ENDOCRINOLOGIA DE MT;INSTITUTO DE REUMATOLOGIA E ENDOCRINOLOGIA DE MT;510340;Cuiabá;Sim;Sim;JD CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5945002;-56.1205235;(65) 6231229;2025-09-03
3068293;UNIDADE RURAL COIVARAS;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;ZONA RURAL;ESTRADA DO MANSO KM 80;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;1;M;Não;Não;NAO;Não;Não;Não;Sim;-15.023455518584763;-55.75746325371898;(65) 6171432;2025-09-03
3069745;CLINICA RENASCER;RENASCER CENTRO DE ORIENTACAO E ATIV TERAPEUTICAS LTDA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.600150813382287;-56.09198575711017;065 6243424;2026-07-21
3069753;DENSIMAGEM;ELE MARIA KUHN EPP;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.595113092488493;-56.11805515543899;(65)3051-3511;2025-09-03
3069788;LABORATORIO GENOMA;GENOMA LABORATORIO DE ANALISES CLINICAS LTDA;510340;Cuiabá;Sim;Sim;ALVORADA;LUIS PHILIPPE PEREIRA LEITE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.580787546018245;-56.07936083499851;65 30274240;2025-11-13
3071286;LABORATORIO HEMACLIN;LABORATORIO DE HEMATOLOGIA E ANALISES CLINICAS HEMACLIN LTDA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.594611041475181;-56.11641696053623;65 30527445;2026-06-26
3072037;IPC MT INSTITUTO DE PESQUISAS CLINICAS DE MATO GROSSO;L S GUEDES BARBOSA CIA LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;TENENTE CORONEL THOGO DA SILVA PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.603562554495776;-56.102535764636;65 36236033;2025-11-04
3072045;CLIN MED;S B CLINICA LTDA;510340;Cuiabá;Sim;Sim;JARDIM EUROPA;JORNALISTA ROBERTO JACQUES BRUNINI I;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.622748375299013;-56.0834375983252;65 36231000;2025-09-03
3072142;CLINIMED;ANTONIO CARLOS JAUDY;510340;Cuiabá;Sim;Sim;BOA ESPERANCA;01;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.595930695376817;-56.10944563567438;;2025-09-03
3078167;USF DR FABIO I;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;DOUTOR FABIO;RUA RONDONOPOLIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.6351092;-56.002831;(65) 3649-2150;2025-09-03
3078183;USF DR FABIO II;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;DR FABIO;RUA RONDONOPOLIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.6385011;-56.1573885;(65) 3649-5725;2025-09-03
3078191;CLINICA PRO SAUDE;CLINICA PRO SAUDE LTDA;510340;Cuiabá;Sim;Sim;BAU;H;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59017423908316;-56.082857075765176;65 36237402;2025-09-03
3075788;SONIA MARIA BARBOSA CEBALHO;SONIA MARIA BARBOSA CEBALHO;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;(65) 6243424;2025-09-03
3076113;CENTRO DE VIDEO ENDOSCOPIA;CENTRO DE VIDEO ENDOSCOPIA LTDA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.587023180687115;-56.07747827750078;65 84040269;2025-09-03
3076121;LABORATORIO SAO CAMILO;LABORATORIO DE ANALISES CLINICAS SAO CAMILO LTDA;510340;Cuiabá;Sim;Sim;CENTRO;AV DOM AQUINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;;Não;SIM;;;;Não;-15.60365451820059;-56.09668199095487;(65)36249211;2025-09-03
3076148;PROCENESTEC;CLINICA DE PROCEDIMENTO ANESTESIOLOGICO DE CBA LTDA;510340;Cuiabá;Sim;Sim;CENTRO;RUA A;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;;;(65) 6234995;2025-09-03
3076156;CONSULTORIO DE PSICOLOGIA;CONSULTORIO DE PSICOLOGIA;510340;Cuiabá;Sim;Sim;CENTRO;RUA GALDINO PIMENTEL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59795604730629;-56.09500560467053;(65) 3212029;2025-09-03
3080676;INSTITUTO DE CARDIOLOGIA DE MT;INSTITUTO DE CARDIOLOGIA DE MATO GROSSO CENTRO DE DIAGNOSTIC;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.594953351110453;-56.116848796170515;65 33210304;2025-11-04
3082814;CITODIAGNOSTICO;CITODIAGNOSTICO S S LTDA;510340;Cuiabá;Sim;Sim;JARDIM BURITY;UM;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-14.605870641819116;-57.5174696873161;65 36611615;2025-09-03
3087670;MARIA IRISMAR PINHEIRO PEIXOTO MIRANDA;MARIA IRISMAR PINHEIRO PEIXOTO MIRANDA;510340;Cuiabá;Sim;Sim;AREAO;BOTAFOGO JD GUANABARA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.604908939325822;-56.08263653696512;65 36243424;2025-09-03
3089770;ECOX;FANZERES E MONTEIRO FORTES LTDA;510340;Cuiabá;Sim;Sim;BAU;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.590190700691652;-56.08733480467053;(65) 6233068;2025-10-17
3089827;HIDROCLIN CLINICA DE FISIOTERAPIA;HIDROCLIN CLINICA DE FISIOTERAPIA E EVENTOS E PRODUCOES DE C;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DA HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5395177;-56.0972857;;2025-09-03
3090515;CLINICA ACREDITAR AVALIACAO PSICOLOGICA LTDA;CLINICA ACREDITAR AVALIACAO PSICOLOGICA LTDA;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;MAJOR OTAVIO PITALUGA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5893767;-56.113462;65 92591664;2025-09-03
3091309;CRP;CENTRO DE REABILITACAO PELVICA LTDA;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6065608;-56.1284272;65 30447799;2025-09-03
3092445;RADIMAGEM;RADIMAGEM SERVICOS MEDICOS LTDA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.594739765032248;-56.11668172122037;65 30463400;2025-11-27
3094901;USF ALTOS DA SERRA I;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Sim;Sim;ALTOS DA SERRA;RUA RUI BARBOSA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.5764361;-56.0207635;(65) 3617-1339;2025-09-03
3094979;FILOMENA RIBEIRO COSTA;FILOMENA CRISTINA RIBEIRO ALVES BARROS COSTA;510340;Cuiabá;Sim;Sim;GOIABEIRAS;RUA ESTEVAO DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595882886471196;-56.10952006908843;(65) 3223895;2025-10-17
3096386;CLINICA FERRAZ;CLINICA PEDIATRICA SAO JUDAS LTDA;510340;Cuiabá;Sim;Sim;JARDIM CALIFORNIA;TANCREDO DE ALMEIDA NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.622575253209314;-56.0758472427231;65 36276488;2025-10-11
3096394;ALFREDO AUGUSTO DE ARRUDA;ALFREDO AUGUSTO DE ARRUDA;510340;Cuiabá;Sim;Sim;CENTRO;RUA THOGO PERREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.604477529693076;-56.10176710910859;(65) 3228186;2025-09-03
3096653;IMAGEN;IMAGEN INSTITUTO MATOGROSSENSE DE GASTROENTEROLOGIA E ENDOSC;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;DAS BEGONIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.6374128;-56.0119346;65 36243894;2025-09-03
3099865;JDJ SERVICOS MEDICOS;JDJ SERVICOS MEDICOS LTDA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595221597968852;-56.11805716656107;(65) 6244505;2025-09-03
3099873;LABORATORIO LPC;INSTITUTO DE PATOLOGIA CLINICA;510340;Cuiabá;Sim;Sim;CPA;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.590384314814257;-56.08669899223289;(65) 6410555;2025-11-13
3099911;IMED;IMED INSTITUTO DE MEDICINA ESTETICA E DERMATOLOGIA LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;(65) 3324-0000;2025-09-03
3109240;ANTONIO BENEDITO DA COSTA;ANTONIO BENEDITO DA COSTA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595940767736575;-56.096835136413574;(65) 6233333;2025-09-03
3109402;DENSITOMETRIA OSSEA CUIABANA;DENSITOMETRIA OSSEA CUIABANA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.602442605904567;-56.09162920206536;(65) 6234864;2025-09-03
3111326;CEC;CENTRO DE ENDOSCOPIA CUIABA LTDA;510340;Cuiabá;Sim;Sim;CENTRO;BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601534594092826;-56.102122026313964;065 6215669;2025-10-11
3112713;INSTITUTO GENUS;INSTITUTO DE FISIOTERAPIA GENUS LTDA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AV ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.588515771137864;-56.076889961051265;(65) 6424358;2025-09-03
3114082;MADY CLIN;CLINICA MEDICA MADY LTDA;510340;Cuiabá;Sim;Sim;COOPHAMIL;AV MANOEL RAMOS LINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.616069484267934;-56.126290920797516;(65) 6251491;2025-09-03
3114171;CEFISA;CEFISA MEDICINA FISICA E REABILITACAO;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA SAO FRANCISCO DE SIQUEIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;(65) 6246453;2025-09-03
3114384;OFTALMOLASER;CENTRO DE DIAGNOSTICO E LASERTERAPIA EM OFTALMOLOGIA LTDA;510340;Cuiabá;Sim;Sim;JD CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5945002;-56.1205235;(65) 3242348;2025-09-03
3114503;PAULO BATISTA BARBOSA;PAULO BATISTA BARBOSA;510340;Cuiabá;Sim;Sim;QUILOMBO;AV SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;(65) 6241135;2025-09-03
