id_snisb;nome_powerbi;municipio_powerbi;comprimento_coroamento_m;altura_estimada_m;capacidade_estimada_m3;data_ultima_fiscalizacao;data_ultima_autuacao;data_inicio_fase_de_vida;data_inspecao_seguranca_regular;tipo_empreendedor;corpo_hidrico;data_atualizacao_registro;situacao_cadastro
35390;Barramento - Fazenda Rancho Alegre;VILA BELA DA SANTÍSSIMA TRINDADE;598.42;;;;;;;Pessoa Física;Corixo São José;2025-12-17;
35391;Barramento II (Montante) - Fazenda Rancho Alegre;VILA BELA DA SANTÍSSIMA TRINDADE;179.52;;;;;2025-10-02;;Pessoa Física;Corixo São José;2025-12-17;
35396;Fazenda São José;Rosário Oeste;415.63;;;;;2025-10-03;;Pessoa Física;SEM NOME;2025-12-18;
35409;BARRAGEM PRINCIPAL;SANTA CRUZ DO XINGU;225.82;;;;;2025-10-03;;Pessoa Física;Barragem Fazendas Reunidas Filipinas;2025-10-14;
35410;Barramento 1 (montante);SANTA CRUZ DO XINGU;165.5;;;;;2025-10-03;;Pessoa Física;Igarapé Fontourinha;2025-12-17;
35411;Barramento 1.1;SANTA CRUZ DO XINGU;103.72;;;;;2025-10-03;;Pessoa Física;Igarapé Fontourinha;2025-12-17;
35460;Fazenda Vila Nova ? Barragem I;SÃO JOSÉ DO RIO CLARO;107.9;;;;;2025-02-04;;Pessoa Física;Ribeirão Cabeceira Comprida;2025-10-14;
35461;Barramento - Fazenda Santo Antônio;SORRISO;188;;;;;2025-10-06;;Pessoa Física;SEM NOME;2025-10-14;
35477;Barramento III - Fazenda São José I;Rosário Oeste;303.21;;;;;2025-10-08;;Pessoa Física;SEM NOME;2025-10-14;
35482;Tanque Cascata Produtiva;SERRA NOVA DOURADA;;;;;;2025-10-08;;Pessoa Física;Córrego Boa Nova ou da Estiva;2026-03-18;
35483;Barragem II - Tanque II;SERRA NOVA DOURADA;405.58;;;;;2025-10-08;;Pessoa Física;SEM NOME;2025-12-17;
35484;Barragem III;SERRA NOVA DOURADA;;;;;;2025-10-08;;Pessoa Física;Córrego Boa Nova ou da Estiva;2025-10-14;
35485;Barragem IV;SÃO FÉLIX DO ARAGUAIA;395.78;;;;;2025-10-08;;Pessoa Física;Córrego Boa Nova ou da Estiva;2025-12-17;
35486;Barragem V;SERRA NOVA DOURADA;;;;;;2025-10-08;;Pessoa Física;Córrego Boa Nova ou da Estiva;2025-10-14;
35487;Fazenda Aline ? Reservatório Pulmão;QUERÊNCIA;632.19;;;;;2025-10-08;;Empresas em Geral - Privado;Ribeirão Bétis;2025-10-20;
35488;Barragem VI;SERRA NOVA DOURADA;133.47;;;;;2025-10-08;;Pessoa Física;SEM NOME;2025-12-17;
35489;Barragem Bom Jesus do Kuluene;GAÚCHA DO NORTE;293.19;;;;;2025-10-08;;Empresas em Geral - Privado;SEM NOME;2025-11-24;
35490;Fazenda Futura ? Barramento VI;NOVA UBIRATÃ;68.2;;;;;2025-03-06;;;SEM NOME;2025-10-20;
35491;Fazenda Schneider - Lote Rural nº69 ? Reservatório Pulmão;QUERÊNCIA;852;;;;;2025-10-08;;Empresas em Geral - Privado;Córrego das Flores;2025-10-20;
35507;Fazenda Encosta do Varjão I ? Gleba B ?  Barragem I;SÃO JOSÉ DO RIO CLARO;95.08;;;;;2025-02-04;;Pessoa Física;SEM NOME;2025-10-20;
35534;Barramento Fazenda Água Azul II;SORRISO;116.41;;;;;2025-10-13;;Pessoa Física;SEM NOME;2025-10-20;
35535;Lote Rural N°76;QUERÊNCIA;88.13;;;;;2025-10-13;;Pessoa Física;SEM NOME;2025-10-20;
35537;Barragem Fazenda Barreiro III;SORRISO;1046.46;;;;;2025-03-24;;Pessoa Física;SEM NOME;2025-12-12;
35568;Barragem Lagoa Dourada;QUERÊNCIA;106;;;;;2025-10-17;;Pessoa Física;SEM NOME;2025-11-10;
35573;BARRAGEM DO POÇO;PONTES E LACERDA;189;;;;;2025-10-20;;;Rio do Cágado;2025-12-17;
35608;FAZENDA JAÇANÃ - RESERVATÓRIO PULMÃO;VERA;489;;;;;;;Pessoa Física;SEM NOME;2025-12-15;
35611;BARRAGEM DE MINERAÇÃO HUMBERTO;NOSSA SENHORA DO LIVRAMENTO;511;;;;;2019-01-01;;Pessoa Física;SEM NOME;2025-11-26;Classe II B - Inertes
35614;PCH Braço Sul - Braço Sul;GUARANTÃ DO NORTE;240;;;2026-07-01;;2026-06-17;;Empresas em Geral - Privado;;;
35629;BARRAGEM SM3;Itiquira;260;;;;;2025-11-04;;Empresas em Geral - Privado;CGH Michelin;2025-12-18;
35630;Barramento 2A - Fazenda Santa Helena;CANARANA;122.82;;;;;2025-11-04;;Pessoa Física;SEM NOME;2026-02-10;
35633;Fazenda Cocal - Barramento 05;CANARANA;328.78;;;;;2025-11-04;;Empresas em Geral - Privado;SEM NOME;2025-12-12;
35636;Sítio Bom Futuro;NOVA UBIRATÃ;193.91;;;;;2025-11-05;;Pessoa Física;SEM NOME;2025-12-18;
35637;BA-01;NOSSA SENHORA DO LIVRAMENTO;263.15;;;;;;;;Barragem BR Santa 01;2026-01-20;
35650;BARRAGEM SÃO JOSÉ II;QUERÊNCIA;183.22;;;;;;;Empresas em Geral - Privado;Rio Darro ou Feio;2025-12-15;
35701;V.S. de Souza & Cia LTDA ? Barramento;RONDONÓPOLIS;254.06;;;;;2025-11-11;;Empresas em Geral - Privado;Rio Vermelho;2025-12-12;
35702;Fazenda Tupi;IPIRANGA DO NORTE;216.19;;;;;2025-11-11;;Empresas em Geral - Privado;Barragem Fazenda Tupi Barão;2025-12-29;
35703;Fazenda Tupi;IPIRANGA DO NORTE;194.18;;;;;2025-11-11;;Empresas em Geral - Privado;SEM NOME;2026-02-26;
35726;Fazenda Olho D'Água - Barramento 1;NOVA CANAÃ DO NORTE;216.72;;;;;2025-11-12;;Pessoa Física;SEM NOME;2025-12-29;
35727;Fazenda Olho D'Água - Barramento 2;NOVA CANAÃ DO NORTE;216.72;;;;;2025-11-12;;Pessoa Física;SEM NOME;2025-12-29;
35728;Barramento Jerusalém;PORTO DOS GAÚCHOS;45;;;;;2025-11-12;;Outros - Privado;Córrego Bocaiúva;2025-12-18;
35760;Barramento Santa Rita;SÃO JOSÉ DO POVO;250;;;;;2025-11-13;;Pessoa Física;Rio Tadarimana;2025-12-12;
35785;Barramento - Fazenda Sorriso I;UNIÃO DO SUL;126.2;;;;;2025-11-14;;Pessoa Física;Ribeirão Tranqueira;2025-12-12;
35795;Estância Nogueira Agropecuária - Barramento;RONDONÓPOLIS;100;;;;;2025-11-18;;Empresas em Geral - Privado;SEM NOME;2025-12-12;
35824;Fazenda Três Marias ? Barramento;RIBEIRÃO CASCALHEIRA;301.33;;;;;2025-11-24;;Pessoa Física;SEM NOME;2025-12-12;
35825;RESERVATÓRIO 1 - FAZENDA NOVA CONQUISTA;NOVO SÃO JOAQUIM;45;;;;;2025-11-24;;Pessoa Física;Córrego Cambaúva;2025-12-18;
35856;Barramento Salinas 2;NOSSA SENHORA DO LIVRAMENTO;321.06;;;;;2025-11-25;;;SEM NOME;2025-12-12;
35857;BARRAGEM FORTALEZA;NOVA LACERDA;661.9;;;;;;;Empresas em Geral - Privado;SEM NOME;2026-02-04;
35892;Fazenda Casa Grande ? Lote 202;QUERÊNCIA;;;;;;2025-10-06;;Pessoa Física;SEM NOME;2025-12-15;
35913;Barramento - Fazenda Galerinha;VILA BELA DA SANTÍSSIMA TRINDADE;336;;;;;2025-12-03;;Empresas em Geral - Privado;SEM NOME;2026-02-27;
35914;Barramento montante - Galerinha;VILA BELA DA SANTÍSSIMA TRINDADE;123.4;;;;;2025-12-03;;Empresas em Geral - Privado;SEM NOME;2025-12-15;
35939;Barragem Barba 02;Poconé;250;;;;;2023-01-01;;;Córrego Fundo;2025-12-12;Classe II B - Inertes
360;Sítio Boa Vista;RONDONÓPOLIS;0;;;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Tugore;;
36004;Barramento II - Fazenda São Domingos;PRIMAVERA DO LESTE;205.37;;;;;2025-12-09;;Pessoa Física;Barragem Fazenda São Luiz - Barragem 02;2025-12-15;
36005;Barramento III (montante) ? Fazenda São Domingos;PRIMAVERA DO LESTE;123;;;;;2025-12-09;;Pessoa Física;Barragem 416/2015;2025-12-15;
36061;Barramento - Fazenda São Matheus I;POXORÉU;93.28;;;;;2025-12-11;;Pessoa Física;Rio do Peixe;2025-12-29;
36066;BARRAGEM I;CONFRESA;158;;;;;2025-12-11;;Órgãos - Público;SEM NOME;2025-12-29;
36068;BARRAGEM TRIUNFO IV;NOVA LACERDA;266;;;;;;;Empresas em Geral - Privado;SEM NOME;2025-12-29;
36069;Reservatório São José;POXORÉU;595;;;;;2025-11-19;;;Rio das Mortes;2025-12-29;
36098;Fazenda Filipina;SANTA CRUZ DO XINGU;;;;;;2025-12-15;;Pessoa Física;Igarapé Fontourinha;2025-12-29;
36099;Lote nº 316;CLÁUDIA;120.23;;;;;2025-03-24;;Pessoa Física;Ribeirão Leda;2026-03-17;
361;Fazenda Nadin;LUCAS DO RIO VERDE;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Fazenda Nadin;;
36100;Barragem a montante;CLÁUDIA;86.82;;;;;2025-03-24;;Pessoa Física;Ribeirão Leda;2025-12-29;
36101;Prefeitura Municipal de Juara;JUARA;13;;;;;2025-12-15;;Órgãos - Público;SEM NOME;2025-12-29;
36102;Fazenda Poconé - Barramento 2;Poconé;195.01;;;;;2025-12-15;;Pessoa Física;Córrego Pau de Cerne;2025-12-29;
36103;Barragem 1 Fazenda Primavera;VILA RICA;;;;;;2025-12-15;;Pessoa Física;SEM NOME;2025-12-29;
36132;Fazenda Menolli II ? Barramento;Poconé;485;;;;;2025-12-16;;Pessoa Física;SEM NOME;2025-12-29;
362;Fazenda Palmeira;QUERÊNCIA;0;;;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;;
36278;Barragem Jusante Fazenda Santa Filipina;SANTA CRUZ DO XINGU;123.19;;;;;2025-12-22;;Pessoa Física;SEM NOME;2026-01-20;
363;Fazenda São Roque II;SORRISO;248;;;;;2010-03-10;;Pessoa Física;Córrego Galheiro;;
36332;Barramento II ? Fazenda São Domingos;PRIMAVERA DO LESTE;133.7;;;;;2026-01-06;;Pessoa Física;Barragem Fazenda São Luiz - Barragem 04;2026-01-20;
36335;Barramento III? Fazenda São Domingos;PRIMAVERA DO LESTE;133.7;;;;;2026-01-06;;Pessoa Física;SEM NOME;2026-01-20;
36350; Sítio Nossa Senhora Aparecida;Tangará da Serra;67.66;;;;;2026-01-07;;Pessoa Física;Rio Branco;2026-04-24;
36352;Fazenda Santo Antônio do Membeca;CAMPO NOVO DO PARECIS;483.54;;;;;;;Pessoa Física;Rio Membeca;2026-01-20;
36365;Barramento I - Fazenda Três Coqueiros;BRASNORTE;;;;;;2026-01-09;;Pessoa Física;SEM NOME;2026-01-22;
36366;Barramento II - Fazenda Três Coqueiros;BRASNORTE;;;;;;2026-01-09;;Pessoa Física;Rio Norato;2026-01-22;
36367;Barramento III - Fazenda Três Coqueiros;BRASNORTE;;;;;;2026-01-09;;Pessoa Física;Rio Norato;2026-01-22;
36407;Fazenda Alegria - Reservatório Pulmão  I;SORRISO;483.24;;;;;2025-12-10;;Pessoa Física;Córrego da Ponte;2026-01-22;
36408;Reservatório artificial - Fazenda Iberê;PRIMAVERA DO LESTE;1005;;;;;2026-01-13;;Pessoa Física;Rio das Mortes;2026-01-22;
36409;Barramento I;GAÚCHA DO NORTE;334;;;;;2026-01-13;;Pessoa Física;SEM NOME;2026-01-22;
36436;BARRAMENTO FAZENDA SANTANA;Água Boa;152.56;;;;;2026-01-14;;Pessoa Física;SEM NOME;2026-01-28;
36469;Fazenda Gleba Wilma;NOVO SÃO JOAQUIM;825;;;;;2025-10-01;;Empresas em Geral - Privado;Rio Matrinxã;2026-01-22;
36471;Barragem Fazenda Campina do Sul;TAPURAH;;;;;;;;Pessoa Física;SEM NOME;2026-01-22;
36473;Barragem B3;ARAGUAIANA;456.97;;;;;2026-01-19;;Pessoa Física;SEM NOME;2026-01-28;
36474;Fazenda Centro Oeste;NOVA MARINGÁ;276.23;;;;;2026-01-19;;Empresas em Geral - Privado;SEM NOME;2026-01-28;
36475;Agropecuária Madeirinha ? Barramento;COLNIZA;152.11;;;;;2026-01-20;;Empresas em Geral - Privado;SEM NOME;2026-01-28;
36476;Reservatório Milênio;CAMPO NOVO DO PARECIS;297;;;;;2026-01-20;;Empresas em Geral - Privado;Rio Cravari;2026-01-28;
36477;BARRAGEM B2;ARAGUAIANA;250.97;;;;;2026-01-20;;Pessoa Física;SEM NOME;2026-01-28;
36492;Fazenda Espigão do Leste ? Barramento I;SÃO FÉLIX DO ARAGUAIA;;;;;;2026-01-23;;Pessoa Física;SEM NOME;2026-02-05;
36493;Barramento II Fazenda Espigão do Leste;SÃO FÉLIX DO ARAGUAIA;;;;;;;;Pessoa Física;SEM NOME;2026-02-05;
36494;BARRAGEM IBF;PRIMAVERA DO LESTE;198.5;;;;;2026-01-26;;Empresas em Geral - Privado;SEM NOME;2026-02-05;
36496;Barramento Fazenda Primavera;VILA RICA;186.05;;;;;;;Pessoa Física;SEM NOME;2026-02-05;
36497;Fazenda Santa Maria ? Barramento II;Itiquira;106.58;;;;;2026-02-02;;Empresas em Geral - Privado;SEM NOME;2026-02-05;
36498;Fazenda Buriti  - Barramento Principal;NOVA MUTUM;93.1;;;;;2025-12-11;;Pessoa Física;SEM NOME;2026-02-05;
36499;Fazenda Buriti  - Barramento Montante 1;NOVA MUTUM;107.2;;;;;2025-12-11;;Pessoa Física;SEM NOME;2026-02-05;
36500;Fazenda Buriti ? Barramento Montante 2;NOVA MUTUM;107.2;;;;;2026-02-02;;Pessoa Física;SEM NOME;2026-02-05;
36502;Barragem Fazenda Passo Fundo;CANARANA;251.73;;;;;2026-02-03;;Pessoa Física;Córrego do Coelho;2026-02-10;
36503;Barragem Montante Fazenda Passo Fundo;CANARANA;199.08;;;;;2026-02-03;;Pessoa Física;Córrego do Coelho;2026-02-10;
36507;Fazenda Ponta Bonita ? Parte 1;CANARANA;203.92;;;;;2026-02-04;;Pessoa Física;SEM NOME;2026-02-10;
36508;Fazenda Santo Antônio;SANTA CARMEM;574.92;;;;;2025-02-02;;Empresas em Geral - Privado;Córrego da Volta;2026-02-10;
36510;Fazenda Sossego;NOVA MUTUM;;;;;;2025-11-25;;Pessoa Física;Ribeirão Tauá;2026-02-12;
36511;Barramento Fazenda Cascata e Cascata II;SORRISO;161.82;;;;;2026-02-05;;Outros - Privado;SEM NOME;2026-02-12;
36512;Fazenda Potrich II, IV e V;SORRISO;103.74;;;;;2026-02-06;;Empresas em Geral - Privado;SEM NOME;2026-02-12;
36513;Fazenda Reunidas do Papagaio - Barramento Jusante;SAPEZAL;113.2;;;;;;;Empresas em Geral - Privado;SEM NOME;2026-02-27;
36514;Fazenda Reunidas do Papagaio - Barramento Montante;SAPEZAL;;;;;;;;Empresas em Geral - Privado;SEM NOME;2026-02-27;
36515;BARRAGEM LAGOA TREVISAN;CUIABÁ;290;;;;;;;Pessoa Física;Lagoa Trevisan;2026-02-25;
36516;Barramento 3;CUIABÁ;155.5;;;;;2026-02-09;;Outros - Privado;Rio Bandeira;2026-04-24;
36517;Barramento 2 (Montante);CUIABÁ;147.45;;;;;2026-02-09;;Outros - Privado;Rio Bandeira;2026-04-24;
36518;Barramento I ? Fazenda Ponte de Pedra;TORIXORÉU;120;;;;;2026-02-11;;Pessoa Física;Rio São Domingos;2026-02-27;
36519;Barramento II - Fazenda Ponte de Pedra;TORIXORÉU;210;;;;;2026-02-11;;Pessoa Física;SEM NOME;2026-02-27;
36520;Barramento III- Fazenda Ponte de Pedra;TORIXORÉU;105;;;;;2026-02-11;;Pessoa Física;Rio São Domingos;2026-02-27;
36521;Fazenda Toca da Onça ? Barramento 01;SORRISO;286.26;;;;;2026-02-11;;Pessoa Física;SEM NOME;2026-02-25;
36523;Fazenda Espigão do Leste ? Barragem I;SÃO FÉLIX DO ARAGUAIA;200.39;;;;;2026-02-12;;Pessoa Física;SEM NOME;2026-04-09;
36524;Fazenda Espigão do Leste – Barragem II;SÃO FÉLIX DO ARAGUAIA;156.15;;;;;2026-02-12;;Pessoa Física;SEM NOME;2026-02-12;
36525;Fazenda Santa Rita de Cássia;SORRISO;582;;;;;2025-12-23;;Pessoa Física;Rio Irmandade;2026-03-05;
36532;Barragem Gran Fish - Jusante;NOVA MARILÂNDIA;94;;;;;2026-02-18;;Pessoa Física;Córrego Sucuri;2026-04-24;
36533;Barragem Gran Fish – Montante;NOVA MARILÂNDIA;75;;;;;2026-02-18;;Pessoa Física;Córrego Sucuri;2026-02-18;
36534;Barragem II - Fazenda Santa Maria do Jurigue;PEDRA PRETA;139.43;;;;;2026-02-18;;Outros - Privado;Rio Jurigue;2026-04-24;
36535;PRODULIRA;SORRISO;168.61;;;;;2026-02-19;;Outros - Privado;Ribeirão Sossego;2026-03-05;
36536;Reservatório artificial - Fazenda Gardin III;VERA;628.42;;;;;2026-02-19;;Pessoa Física;Ribeirão Engano;2026-03-11;
36537;Fazenda Gaúcha;Itiquira;124.95;;;;;2025-11-12;;Pessoa Física;SEM NOME;2026-03-05;
36538;Fazenda Vale do Rio Verde - Barragem Vale 01;TAPURAH;277.15;;;;;2026-02-19;;Empresas em Geral - Privado;SEM NOME;2026-03-05;
36539;Barramento Pé de Pequi I;CHAPADA DOS GUIMARÃES;96;;;;;2026-02-20;;Pessoa Física;Ribeirão Mutum;2026-03-05;
36540;Fazenda Rubin II;SORRISO;;;;;;2026-02-23;;Pessoa Física;Ribeirão Alvim;2026-03-11;
36541;BARRAGEM ANGICO;VILA RICA;24700;;;;;2026-02-23;;Outros - Privado;SEM NOME;2026-03-05;
36543;Barragem Prefeitura Ponte Branca;PONTE BRANCA;29;;;;;2025-10-02;;Órgãos - Público;Córrego do Mato;2026-03-05;
36550;Fazenda Formosa;CUIABÁ;167.56;;;;;2026-02-27;;Outros - Privado;SEM NOME;2026-04-09;
36554;FAZENDA SANTA LÚCIA;NOVA UBIRATÃ;438.74;;;;;2025-11-17;;;Ribeirão do Palmito;2026-03-11;
36555;Barragem I ? Fazenda Machado I;DENISE;161.49;;;;;2026-03-02;;Pessoa Física;Córrego Palmital Grande;2026-03-11;
36556;Fazenda Cachoeira II;SORRISO;494.35;;;;;2025-12-10;;Empresas em Geral - Privado;Ribeirão do Ouro;2026-03-11;
36559;Barragem Lago Bétis;QUERÊNCIA;337;;;;;2026-03-04;;Órgãos - Público;SEM NOME;2026-04-09;
36565;Fazenda Santa Clara ? Área B;POXORÉU;316.19;;;;;2026-01-06;;Empresas em Geral - Privado;SEM NOME;2026-03-11;
36566;Reservatório Artificial - Fazenda Nossa Senhora Aparecida;SORRISO;238.06;;;;;2026-03-05;;Pessoa Física;Córrego da Ponte;2026-03-11;
36567;Reservatório artificial ? Fazenda São Miguel I;SORRISO;561.56;;;;;2026-03-05;;Pessoa Física;SEM NOME;2026-03-11;
36570;BARRAGEM I;RIBEIRÃO CASCALHEIRA;550;;;;;2026-03-06;;Outros - Privado;SEM NOME;2026-03-12;
36571;Fazenda Brasil Central;CONFRESA;147.94;;;;;2025-10-07;;Pessoa Física;Córrego Samambaia;2026-04-09;
36573;Barragem Comodoro;COMODORO;74.87;;;;;;;Empresas em Geral - Privado;Rio Margarida;2026-06-23;
36574;Barramento Rancho Grande;INDIAVAÍ;877.3;;;;;2026-03-13;;Pessoa Física;Córrego do Sangue;2026-03-13;
36576;Fazenda Vera Cruz do Xingú;CANARANA;317.85;;;;;2026-03-17;;Empresas em Geral - Privado;SEM NOME;2026-04-09;
36577;Barramento Principal ? Fazenda Celentano;PORTO DOS GAÚCHOS;158.02;;;;;2025-11-07;;Pessoa Física;Rio Mestre Falcão;2026-04-09;
36578;Barramento 1 a montante ? Fazenda Celentano;PORTO DOS GAÚCHOS;69.66;;;;;2025-11-07;;Pessoa Física;Rio Mestre Falcão;2026-04-09;
36581;Fazenda Cabanha da Vitória;COMODORO;104.33;;;;;2026-03-24;;Pessoa Física;SEM NOME;2026-06-02;
36582;Árica;CUIABÁ;2980;;;;;2026-03-17;;;;;
36585;CPO1;PONTES E LACERDA;730;;;;;2025-10-28;;;;;
36607;PRIMAVERA;NOSSA SENHORA DO LIVRAMENTO;662.5;;;;;2022-08-01;;Pessoa Física;Ribeirão Cocaes;2026-04-09;Classe II B - Inertes
36611;Sítio Navarro I;VERA;438.72;;;;;2026-04-09;;Empresas em Geral - Privado;Córrego Desengano;2026-06-02;
36612;Barramento Juruena;JURUENA;396.5;;;;;2026-04-14;;Órgãos - Público;SEM NOME;2026-05-08;
36615;Barragem XIV ? Fazenda Buriti;ARAGUAIANA;151.63;;;;;2025-03-21;;Pessoa Física;SEM NOME;2026-05-08;
36618;Barramento I ? Fazenda Caetetu;SAPEZAL;262.21;;;;;2026-04-17;;Empresas em Geral - Privado;SEM NOME;2026-05-08;
36622;Barramento I ? Fazenda Froes;DENISE;165.58;;;;;2026-04-24;;Empresas em Geral - Privado;SEM NOME;2026-05-08;
36623;Fazenda Varjão;POXORÉU;;;;;;2026-04-27;;Pessoa Física;Rio Coité;2026-05-08;
36624;Fazenda Froes? Barramento 2;DENISE;82.3;;;;;2026-04-27;;Empresas em Geral - Privado;Córrego Água Amarela;2026-05-08;
36626; Casa do Lago;Tangará da Serra;92.86;;;;;2026-04-28;;Pessoa Física;Rio Angelim e Córrego Angelim do Campo;2026-05-08;
36627;Fazenda Concorcia;NOVA UBIRATÃ;468.47;;;;;2026-02-23;;Pessoa Física;Ribeirão do Palmito;2026-05-08;
36628;Fazenda Dona Rosália;FELIZ NATAL;;;;;;2026-04-29;;Pessoa Física;SEM NOME;2026-05-08;
36632;Fazenda Concordia - Reservatório 2;NOVA UBIRATÃ;568.4;;;;;2026-02-23;;Pessoa Física;Córrego do Ribeirão;2026-05-08;
36633;Reservatório São Matheus;QUERÊNCIA;744;;;;;2026-03-25;;Pessoa Física;SEM NOME;2026-05-08;
36642;Barramento III ? Fazenda Froes;DENISE;99.4;;;;;2026-05-05;;Empresas em Geral - Privado;SEM NOME;2026-06-02;
36645;Fazenda Laualo (Morada Nova) - Barramento 2;SÃO FÉLIX DO ARAGUAIA;189.42;3.87;3.87;;;2026-05-06;;Pessoa Física;SEM NOME;2026-05-27;
36649;Barragem I - Fazenda Água Cristalina;ALTO BOA VISTA;87.2;;;;;;;Pessoa Física;Córrego Três Pontes;2026-05-27;
36650;Barramento II Fazenda Água Cristalina;SERRA NOVA DOURADA;130;;;;;2026-05-11;;Pessoa Física;Córrego Três Pontes;2026-05-27;
36651;Chácara Esteio - Barramento I;Alta Floresta;79.75;;;;;2026-05-11;;Pessoa Física;SEM NOME;2026-06-23;
36652;Fazenda São Miguel ? Barramento 02;IPIRANGA DO NORTE;77.4;;;;;2026-03-06;;Pessoa Física;SEM NOME;2026-05-27;
36666;Reservatório Goiana I;QUERÊNCIA;874;;;;;2026-05-14;;Pessoa Física;Rio Suiá-miçu ou Suiazão;2026-05-27;
36669;Chácara Esteio ? Barramento 02;Alta Floresta;146.95;;;;;2026-05-18;;Pessoa Física;SEM NOME;2026-05-27;
36671;Barramento Fazenda Ouro Branco;BARRA DO BUGRES;182.4;;;;;2026-05-18;;Empresas em Geral - Privado;Barragem FAZENDA OURO FINO - Barragem 04;2026-06-02;
36679;Barragem Perin II;Tangará da Serra;120;;;;;2024-12-10;;Pessoa Física;Rio Ararão;2026-05-27;
36680;Barragem Perin II (a montante);Tangará da Serra;120;;;;;2024-12-11;;Pessoa Física;Barragem Sitio Pica Pau;2026-05-19;
36689;Barragem I - Fazenda Pouso da Garça;CUIABÁ;245;;;;;2026-05-20;;;SEM NOME;2026-05-20;
36690;Barragem II - Fazenda Pouso da Garça;CUIABÁ;;;;;;2026-05-20;;Pessoa Física;SEM NOME;2026-05-20;
36691;Barragem III - Fazenda Pouso da Garça;CUIABÁ;;;;;;2026-05-20;;Pessoa Física;SEM NOME;2026-05-20;
37351;Fazenda Bom Jesus;CAMPO NOVO DO PARECIS;480.34;;;;;2026-02-06;;Pessoa Física;Rio Verde;2026-06-02;
37352;Barragem I - Fazenda Mariana II;Alta Floresta;73.71;;;;;2026-05-25;;Pessoa Física;Ribeirão Taxidermista;2026-06-02;
37353;Barragem II - Fazenda Mariana II;Alta Floresta;64.4;;;;;2026-05-25;;Pessoa Física;Ribeirão Taxidermista;2026-06-02;
37360;Fazenda São Pedro do Parecis;CAMPO NOVO DO PARECIS;630.75;;;;;2026-05-27;;Pessoa Física;Rio Verde;2026-06-22;
37386;Tanque Pulmão Fazenda Jacarandá;ARAGUAIANA;611.18;;;;;2026-06-01;;Pessoa Física;Córrego do Brejão;2026-06-22;
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;NOSSA SENHORA DO LIVRAMENTO;190;;;;;2026-06-02;;Empresas em Geral - Privado;SEM NOME;2026-07-08;
37412;Barragem Terra Nova;Barra do Garças;382;;;;;2025-07-09;;Empresas em Geral - Privado;SEM NOME;2026-07-01;
37413;Barragem Adelcir Grigoletto;CLÁUDIA;182.27;;;;;2026-06-18;;Pessoa Física;Rio Azul;2026-07-01;
37415;Sítio São Vicente;SORRISO;270.41;;;;;2026-06-01;;Empresas em Geral - Privado;Ribeirão Alvim;2026-07-01;
37416;Fazenda Santa Helena -  Montante 1;Alta Floresta;155.58;;;;;2026-06-22;;Pessoa Física;Córrego do Neguinha;2026-07-01;
37418;Barramento Sítio Nossa Senhora Aparecida;Tangará da Serra;95.81;;;;;2026-06-23;;Pessoa Física;Rio Branco;2026-07-01;
37419;Barragem Fazenda Marajoara;Itiquira;;;;;;;;Pessoa Física;SEM NOME;2026-07-08;
37420;Barragem Fazenda Laualo – Morada Nova;SÃO FÉLIX DO ARAGUAIA;241.65;;;;;2026-06-23;;Pessoa Física;SEM NOME;2026-06-23;
37430;Barramento Caxambu II;QUERÊNCIA;170.04;;;;;2026-06-26;;Empresas em Geral - Privado;SEM NOME;2026-07-08;
37431;Fazenda Mundo Novo -;NOVA UBIRATÃ;490.1;;;;;2026-03-27;;Pessoa Física;Rio Irmandade;2026-07-08;
37432;Fazenda Santa Helena - Barramento 02;Alta Floresta;297.34;;;;;2026-06-26;;Pessoa Física;Córrego do Neguinha;2026-07-08;
37433;BARRAGEM PICOLÉ;NOSSA SENHORA DO LIVRAMENTO;984;;;;;2026-06-26;;Pessoa Física;;;
37441;FAZENDA SÃO FRANCISCO;RONDONÓPOLIS;;;;;;2026-01-06;;Pessoa Física;Ribeirão Ponte de Pedra;2026-07-08;
37442;Fazenda Paraíso I - Montante 1;NOVA UBIRATÃ;228.81;;;;;2026-06-30;;Pessoa Física;Córrego Aracema;2026-07-08;
37446;Fazenda Paraíso I - Principal;NOVA UBIRATÃ;121.72;;;;;2026-06-30;;Pessoa Física;Córrego Aracema;2026-07-08;
37450;Fazenda Córrego Fundo;Água Boa;195.57;;;;;2026-06-30;;Empresas em Geral - Privado;SEM NOME;2026-07-08;
37452;Fazenda Atlântica - Araras;VERA;638.54;;;;;2026-06-30;;Pessoa Física;Córrego Fonseca;2026-07-08;
37458;Fazenda Mundo Novo - Reservatório Pulmão 1;Boa Esperança do Norte;260.5;;;;;2026-03-27;;Pessoa Física;Rio Irmandade;2026-07-24;
37519;Fazenda Confiança (Reservatório 1);VERA;;;;;;2026-05-06;;Pessoa Física;Córrego Desengano;2026-07-24;
37527;Fazenda Ventania;NOVA MUTUM;;;;;;2026-06-25;;Pessoa Física;Ribeirão Tauá;2026-07-24;
37539;Fazenda Prediger III;Boa Esperança do Norte;584.21;;;;;2026-06-02;;;Rio Irmandade;2026-07-24;
