rank;score_prioridade;faixa;id_snisb;nome;municipio_sede;nivel;idap;dano_potencial_associado;uso_principal;n_municipios_extraterritoriais;n_lacunas_pae;alertavel;pts_dpa;pts_rejeito;pts_nivel;pts_extraterritorial;pts_pae;pts_nao_alertavel
360;32;média;35507;Fazenda Encosta do Varjão I ? Gleba B ?  Barragem I;São José do Rio Claro;Verde;16;Baixo;Recreação;3;8;não avaliado;0;0;2;15;15;0
361;32;média;20071;Fazenda Faccio;Nova Mutum;Verde;14;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
362;32;média;20037;Fazenda Guri e Guri I;Nova Mutum;Verde;16;Baixo;Irrigação;3;8;não avaliado;0;0;2;15;15;0
363;32;média;337;Fazenda Jaborandi;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
364;32;média;386;Fazenda Macape;Sorriso;Verde;18;Médio;Irrigação;6;6;não avaliado;0;0;2;15;15;0
365;32;média;8049;Fazenda Marauense;Sorriso;Verde;19;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
366;32;média;37431;Fazenda Mundo Novo -;Nova Ubiratã;Verde;12;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
367;32;média;37458;Fazenda Mundo Novo - Reservatório Pulmão 1;Boa Esperança do Norte;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
368;32;média;27508;Fazenda Nandico;Vera;Verde;13;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
369;32;média;8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Verde;14;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
370;32;média;26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Verde;12;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
371;32;média;22042;Fazenda Nova;Poconé;Verde;13;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
372;32;média;8058;Fazenda Parauna;Nova Ubiratã;Verde;12;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
373;32;média;30879;Fazenda Paraúna;Nova Ubiratã;Verde;14;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
374;32;média;387;Fazenda Pau da Onça;Santa Rita do Trivelato;Verde;12;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
375;32;média;20006;Fazenda Pluma;Vera;Verde;13;Baixo;Irrigação;4;8;não avaliado;0;0;2;15;15;0
376;32;média;8047;Fazenda Poranga II - III;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
377;32;média;20063;Fazenda Possamai;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
378;32;média;30796;Fazenda Possamai II;Sorriso;Verde;16;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
379;32;média;8051;Fazenda Potrich;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
380;32;média;36512;Fazenda Potrich II, IV e V;Sorriso;Verde;15;Baixo;Paisagismo;6;8;não avaliado;0;0;2;15;15;0
381;32;média;37539;Fazenda Prediger III;Boa Esperança do Norte;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
382;32;média;20148;Fazenda Progresso;Nova Mutum;Verde;13;Baixo;Aquicultura;4;8;não avaliado;0;0;2;15;15;0
383;32;média;8044;Fazenda Quatrilho;Santa Rita do Trivelato;Verde;12;Baixo;Aquicultura;8;8;não avaliado;0;0;2;15;15;0
384;32;média;8048;Fazenda Recanto II e III;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
385;32;média;8052;Fazenda Reolon;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
386;32;média;5786;Fazenda Rio Verde III ? Barramento 3;Sorriso;Verde;17;Médio;Irrigação;7;8;não avaliado;0;0;2;15;15;0
387;32;média;36540;Fazenda Rubin II;Sorriso;Verde;16;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
388;32;média;27283;Fazenda Santa Regina;Ipiranga do Norte;Verde;13;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
389;32;média;36525;Fazenda Santa Rita de Cássia;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
390;32;média;20059;Fazenda Santa Rosa;Sorriso;Verde;14;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
391;32;média;5780;Fazenda Santo Antonio I;Sorriso;Verde;14;Não Classificado;Aquicultura;6;8;não avaliado;0;0;2;15;15;0
392;32;média;36508;Fazenda Santo Antônio;Santa Carmem;Verde;12;Baixo;Irrigação;3;8;não avaliado;0;0;2;15;15;0
393;32;média;19993;Fazenda Santo Antônio II;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
394;32;média;5797;Fazenda Santo Rosseto;Sorriso;Verde;14;Não Classificado;Aquicultura;6;8;não avaliado;0;0;2;15;15;0
395;32;média;8055;Fazenda Sempre Verde;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
396;32;média;8056;Fazenda Sorriso;Nova Ubiratã;Verde;14;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
397;32;média;36510;Fazenda Sossego;Nova Mutum;Verde;16;Baixo;Irrigação;3;8;não avaliado;0;0;2;15;15;0
398;32;média;19997;Fazenda São Filipe;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
399;32;média;20072;Fazenda São Jose;Sorriso;Verde;17;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
400;32;média;20176;Fazenda São José;Nova Mutum;Verde;13;Baixo;Irrigação;8;8;não avaliado;0;0;2;15;15;0
401;32;média;35396;Fazenda São José;Rosário Oeste;Verde;14;Médio;Recreação;5;8;sim;0;0;2;15;15;0
402;32;média;27906;Fazenda São Marcos A;Ipiranga do Norte;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
403;32;média;332;Fazenda São Martinho XII - 2;Sorriso;Verde;18;Médio;Irrigação;6;8;não avaliado;0;0;2;15;15;0
404;32;média;5608;Fazenda São Miguel;Ipiranga do Norte;Verde;13;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
405;32;média;36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Verde;17;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
406;32;média;363;Fazenda São Roque II;Sorriso;Verde;15;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
407;32;média;32906;Fazenda São Roque II e São João – Barragem I;Vera;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
408;32;média;27405;Fazenda Taguá I;Vera;Verde;13;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
409;32;média;27354;Fazenda Taguá I - Barragem II;Vera;Verde;13;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
410;32;média;27377;Fazenda Tereré;Tapurah;Verde;15;Baixo;Irrigação;3;8;não avaliado;0;0;2;15;15;0
411;32;média;36521;Fazenda Toca da Onça ? Barramento 01;Sorriso;Verde;15;Baixo;Paisagismo;6;8;não avaliado;0;0;2;15;15;0
412;32;média;30856;Fazenda Tropeiro Velho;Sorriso;Verde;14;Médio;Irrigação;6;8;não avaliado;0;0;2;15;15;0
413;32;média;35702;Fazenda Tupi;Ipiranga do Norte;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
414;32;média;35703;Fazenda Tupi;Ipiranga do Norte;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
415;32;média;5622;Fazenda Tupi Barão;Ipiranga do Norte;Verde;14;Não Classificado;Irrigação;5;8;não avaliado;0;0;2;15;15;0
416;32;média;8031;Fazenda Vale do Rio Verde;Tapurah;Verde;15;Baixo;Irrigação;7;8;não avaliado;0;0;2;15;15;0
417;32;média;8032;Fazenda Vale do Rio Verde;Tapurah;Verde;14;Baixo;Irrigação;7;8;não avaliado;0;0;2;15;15;0
418;32;média;36538;Fazenda Vale do Rio Verde - Barragem Vale 01;Tapurah;Verde;16;Baixo;Irrigação;7;8;não avaliado;0;0;2;15;15;0
419;32;média;35460;Fazenda Vila Nova ? Barragem I;São José do Rio Claro;Verde;16;Baixo;Recreação;3;8;não avaliado;0;0;2;15;15;0
420;32;média;20066;Fazenda Vitoria;Sorriso;Verde;14;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
421;32;média;307;Fazenda Vitória;Sorriso;Verde;15;Não Classificado;Irrigação;6;8;não avaliado;0;0;2;15;15;0
422;32;média;20058;Fazenda Água Azul;Sorriso;Verde;14;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
423;32;média;20057;Fazenda Água Branca;Sorriso;Verde;14;Baixo;Irrigação;7;8;não avaliado;0;0;2;15;15;0
424;32;média;581;GONÇA;Poconé;Amarelo;27;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;10;0;7;0
425;32;média;23801;Isa;Poconé;Amarelo;25;Baixo;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;10;0;7;0
426;32;média;23802;JABURU 2;Nossa Senhora do Livramento;Verde;10;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
427;32;média;8000;JOAO PAULO;Poconé;Amarelo;27;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;10;0;7;0
428;32;média;29386;LD-01;Nossa Senhora do Livramento;Verde;15;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
429;32;média;30900;Lagemann;Ipiranga do Norte;Verde;16;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
430;32;média;31629;Lago Azul;Nova Mutum;Verde;16;Baixo;Irrigação;3;8;não avaliado;0;0;2;15;15;0
431;32;média;20403;MANÉ;Nossa Senhora do Livramento;Verde;16;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
432;32;média;20401;MARANATA II;Poconé;Verde;12;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
433;32;média;30797;Martins 2;Poconé;Verde;14;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
434;32;média;22459;Massa d'Água #125702;Pontes e Lacerda;Verde;17;Não Classificado;Irrigação;3;8;não avaliado;0;0;2;15;15;0
435;32;média;22498;Massa d'Água #139258;Pontes e Lacerda;Verde;17;Não Classificado;Irrigação;3;8;não avaliado;0;0;2;15;15;0
436;32;média;22503;Massa d'Água #140377;Pontes e Lacerda;Verde;17;Não Classificado;Irrigação;3;8;não avaliado;0;0;2;15;15;0
437;32;média;22621;Massa d'Água #162788;Pontes e Lacerda;Verde;17;Não Classificado;Irrigação;3;8;não avaliado;0;0;2;15;15;0
438;32;média;22374;Massa d'Água #94452;Pontes e Lacerda;Verde;17;Não Classificado;Irrigação;3;8;não avaliado;0;0;2;15;15;0
439;32;média;27549;Novo Astro I;Nova Bandeirantes;Verde;18;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
440;32;média;899;OURINHOS I;Poconé;Verde;12;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
441;32;média;5459;OURO FINO;Poconé;Amarelo;20;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;10;0;7;0
442;32;média;4679;PCH Braço Norte - Braço Norte;Guarantã do Norte;Verde;14;Baixo;Hidroelétrica;3;8;não avaliado;0;0;2;15;15;0
443;32;média;4843;PCH Braço Norte II - Barragem da Usina Braço Norte II;Guarantã do Norte;Verde;13;Médio;Hidroelétrica;3;5;não avaliado;0;0;2;15;15;0
444;32;média;35614;PCH Braço Sul - Braço Sul;Guarantã do Norte;Verde;12;Baixo;Hidroelétrica;3;8;não avaliado;0;0;2;15;15;0
445;32;média;5038;PCH Canoa Quebrada - 1;Sorriso;Verde;14;Médio;Hidroelétrica;5;6;não avaliado;0;0;2;15;15;0
446;32;média;34181;PCH Foz do Cedro (Antiga A1E8) - 1;Sorriso;Verde;13;Baixo;Hidroelétrica;5;8;não avaliado;0;0;2;15;15;0
447;32;média;4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;Verde;13;Baixo;Hidroelétrica;4;8;não avaliado;0;0;2;15;15;0
448;32;média;34078;PCH Rio Claro (Antiga Perdidos) - PCH Rio Claro;São José do Rio Claro;Verde;14;Baixo;Hidroelétrica;3;8;não avaliado;0;0;2;15;15;0
449;32;média;36535;PRODULIRA;Sorriso;Verde;15;Baixo;Aquicultura;6;8;não avaliado;0;0;2;15;15;0
450;32;média;340;Piscicultura São Rafael;Nossa Senhora do Livramento;Verde;16;Baixo;Aquicultura;3;8;sim;0;0;2;15;15;0
451;32;média;32385;QB-01;Nossa Senhora do Livramento;Verde;11;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
452;32;média;22157;Rabo de Bica;Nossa Senhora do Livramento;Verde;15;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
453;32;média;36566;Reservatório Artificial - Fazenda Nossa Senhora Aparecida;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
454;32;média;36536;Reservatório artificial - Fazenda Gardin III;Vera;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
455;32;média;36567;Reservatório artificial ? Fazenda São Miguel I;Sorriso;Verde;13;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
456;32;média;31011;Reservatório de Água P.R.A.;Pontes e Lacerda;Verde;16;Baixo;Industrial;3;8;não avaliado;0;0;2;15;15;0
457;32;média;20152;Ribeirão Sossego;Sorriso;Verde;13;Baixo;Aquicultura;6;8;não avaliado;0;0;2;15;15;0
458;32;média;5436;SANDRO GOMES;Poconé;Amarelo;20;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;10;0;7;0
459;32;média;27573;STC03;Poconé;Verde;13;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
460;32;média;27571;Santa Bárbara;Nossa Senhora do Livramento;Verde;17;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
461;32;média;31606;Santa Maria;Vera;Verde;14;Baixo;Irrigação;5;5;não avaliado;0;0;2;15;15;0
462;32;média;5645;Santa Tereza;Nossa Senhora do Livramento;Amarelo;22;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;10;0;7;0
463;32;média;31383;SÃO RAFAEL;Poconé;Verde;12;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
464;32;média;36611;Sítio Navarro I;Vera;Verde;15;Baixo;Irrigação;5;8;não avaliado;0;0;2;15;15;0
465;32;média;34631;Sítio Recanto Feliz – Lote Nº 131-B;Vera;Verde;17;Baixo;Aquicultura;3;8;não avaliado;0;0;2;15;15;0
466;32;média;37415;Sítio São Vicente;Sorriso;Verde;16;Baixo;Irrigação;6;8;não avaliado;0;0;2;15;15;0
467;32;média;29378;TB04;Nossa Senhora do Livramento;Verde;10;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
468;32;média;26267;Tadeu;Nossa Senhora do Livramento;Verde;15;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
469;32;média;29376;VALE DO OURO;Nossa Senhora do Livramento;Verde;8;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
470;32;média;26231;VALE GOLD;Nossa Senhora do Livramento;Verde;10;Baixo;Contenção de rejeitos de mineração;0;5;não avaliado;0;15;2;0;15;0
471;32;média;35081;VICTOR;Poconé;Verde;12;Baixo;Contenção de sedimentos de mineração;0;5;não avaliado;0;15;2;0;15;0
472;26;média;20196;Afluente do Pitomba;Várzea Grande;Verde;18;Baixo;Industrial;2;8;sim;0;0;2;9;15;0
473;26;média;30462;BARRAGEM 01;Cláudia;Verde;16;Baixo;Aquicultura;2;5;não avaliado;0;0;2;9;15;0
474;26;média;32071;BARRAGEM 03;Ribeirão Cascalheira;Verde;13;Baixo;Dessedentação Animal;1;8;não avaliado;0;0;2;9;15;0
475;26;média;35119;BARRAGEM ROSA CRISTINA I;Várzea Grande;Verde;17;Médio;Aquicultura;2;8;sim;0;0;2;9;15;0
476;26;média;35160;BARRAGEM SANTA TEREZINHA;Nova Santa Helena;Verde;16;Baixo;Abastecimento humano;2;5;não avaliado;0;0;2;9;15;0
477;26;média;35170;BARRAGEM SÃO JOSÉ I;Querência;Verde;14;Médio;Irrigação;1;8;não avaliado;0;0;2;9;15;0
478;26;média;36068;BARRAGEM TRIUNFO IV;Nova Lacerda;Verde;19;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
479;26;média;5891;Balneário Boa Esperança;Sorriso;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
480;26;média;29953;Barragem 02;Cláudia;Verde;16;Baixo;Aquicultura;2;5;não avaliado;0;0;2;9;15;0
481;26;média;20118;Barragem 1 na Fazenda São João;Ribeirão Cascalheira;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
482;26;média;37413;Barragem Adelcir Grigoletto;Cláudia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
483;26;média;30913;Barragem Fazenda Adriana;Guiratinga;Verde;14;Médio;Aquicultura;1;6;não avaliado;0;0;2;9;15;0
484;26;média;35379;Barragem Fazenda Belo Horizonte;Barra do Garças;Verde;12;Baixo;Paisagismo;1;6;não avaliado;0;0;2;9;15;0
485;26;média;33359;Barragem Goiana II;Querência;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
486;26;média;36066;Barragem I;Confresa;Verde;14;Médio;Abastecimento humano;1;8;não avaliado;0;0;2;9;15;0
487;26;média;36555;Barragem I ? Fazenda Machado I;Denise;Verde;14;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
488;26;média;33949;Barragem I Fazenda Talismã;Rondonópolis;Verde;14;Médio;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
489;26;média;35485;Barragem IV;São Félix do Araguaia;Verde;12;Médio;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
490;26;média;35168;Barragem Jatobá ? Principal;Vila Bela da Santíssima Trindade;Verde;19;Baixo;Irrigação;2;5;não avaliado;0;0;2;9;15;0
491;26;média;36543;Barragem Prefeitura Ponte Branca;Ponte Branca;Verde;13;Baixo;Paisagismo;2;8;não avaliado;0;0;2;9;15;0
492;26;média;26401;Barragem Principal na Fazenda Campo Claro;Ribeirão Cascalheira;Verde;13;Médio;Irrigação;1;8;não avaliado;0;0;2;9;15;0
493;26;média;35108;Barragem VI (montante);Nossa Senhora do Livramento;Verde;17;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
494;26;média;35107;Barragem VII (montante);Nossa Senhora do Livramento;Verde;17;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
495;26;média;35106;Barragem VIII (principal);Nossa Senhora do Livramento;Verde;17;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
496;26;média;35115;Barragem XIX;Nossa Senhora do Livramento;Verde;17;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
497;26;média;35116;Barragem XVIII;Nossa Senhora do Livramento;Verde;17;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
498;26;média;36100;Barragem a montante;Cláudia;Verde;14;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
499;26;média;218;Barragem do Córrego Longa Vida;Vila Bela da Santíssima Trindade;Verde;17;Baixo;Abastecimento humano;2;5;não avaliado;0;0;2;9;15;0
500;26;média;32159;Barragem na Fazenda Iguaçu;Santo Antônio do Leste;Verde;14;Baixo;Paisagismo;2;8;não avaliado;0;0;2;9;15;0
501;26;média;30884;Barragem na Fazenda Paulista III;Nova Marilândia;Verde;16;Médio;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
502;26;média;35072;Barramento - Fazenda Belo Horizonte;Barra do Garças;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
503;26;média;35076;Barramento - Fazenda Belo Horizonte II;Barra do Garças;Verde;13;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
504;26;média;35383;Barramento - Fazenda Gema;Santo Afonso;Verde;14;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
505;26;média;35070;Barramento - Fazenda Lagoa Azul;Tangará da Serra;Verde;17;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
506;26;média;34610;Barramento - Fazenda Luchese I;Primavera do Leste;Verde;16;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
507;26;média;35785;Barramento - Fazenda Sorriso I;União do Sul;Verde;17;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
508;26;média;30962;Barramento 1 - Fazenda Guanabara – Gleba A;Nova Olímpia;Verde;16;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
509;26;média;35071;Barramento 1 ? Lote n° 114-B, 114-C E 115;Cláudia;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
510;26;média;36578;Barramento 1 a montante ? Fazenda Celentano;Porto dos Gaúchos;Verde;16;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
511;26;média;30902;Barramento 4 - Fazenda Guanabara – Gleba A;Denise;Verde;17;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
512;26;média;30947;Barramento 8 - Fazenda Guanabara – Gleba A;Denise;Verde;16;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
513;26;média;8122;Barramento Atto Agropecuária LTDA;Alto Garças;Verde;14;Médio;Irrigação;1;8;não avaliado;0;0;2;9;15;0
514;26;média;36622;Barramento I ? Fazenda Froes;Denise;Verde;19;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
515;26;média;36518;Barramento I ? Fazenda Ponte de Pedra;Torixoréu;Verde;13;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
516;26;média;34995;Barramento I – Fazenda Futura;Nova Ubiratã;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
517;26;média;29579;Barramento II;Confresa;Verde;12;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
518;26;média;36519;Barramento II - Fazenda Ponte de Pedra;Torixoréu;Verde;13;Baixo;Dessedentação Animal;1;8;não avaliado;0;0;2;9;15;0
519;26;média;35197;Barramento III - Fazenda Cruzeiro ? Montante II;General Carneiro;Verde;14;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
520;26;média;36642;Barramento III ? Fazenda Froes;Denise;Verde;17;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
521;26;média;36520;Barramento III- Fazenda Ponte de Pedra;Torixoréu;Verde;13;Baixo;Dessedentação Animal;1;8;não avaliado;0;0;2;9;15;0
522;26;média;35728;Barramento Jerusalém;Porto dos Gaúchos;Verde;15;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
523;26;média;36577;Barramento Principal ? Fazenda Celentano;Porto dos Gaúchos;Verde;16;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
524;26;média;35001;Barramento Santa Rita;Porto dos Gaúchos;Verde;15;Baixo;Paisagismo;2;8;não avaliado;0;0;2;9;15;0
525;26;média;37418;Barramento Sítio Nossa Senhora Aparecida;Tangará da Serra;Verde;17;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
526;26;média;31541;Barramento principal (1A);Carlinda;Verde;14;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
527;26;média;34978;Barramento principal - Fazenda Sinop I;Porto dos Gaúchos;Verde;16;Médio;Irrigação;1;8;não avaliado;0;0;2;9;15;0
528;26;média;26670;Buriti;Denise;Verde;15;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
529;26;média;23960;CGH Cambará - Cambará;Jaciara;Verde;12;Baixo;Hidroelétrica;2;8;não avaliado;0;0;2;9;15;0
530;26;média;5169;CGH Diamante - Diamante;Nortelândia;Verde;15;Médio;Hidroelétrica;1;6;não avaliado;0;0;2;9;15;0
531;26;média;23961;CGH Embaúba - Embaúba;Jaciara;Verde;12;Baixo;Hidroelétrica;2;8;não avaliado;0;0;2;9;15;0
532;26;média;34225;CGH Fazenda Galera 1 - Galera 1A;Nova Lacerda;Verde;15;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
533;26;média;34226;CGH Galera Centrais Eletricas 1a - 1;Conquista D'Oeste;Verde;16;Baixo;Hidroelétrica;2;8;não avaliado;0;0;2;9;15;0
534;26;média;24107;CGH MAX-01 (Nova Lacerda)  - NOVA LACERDA;Nova Lacerda;Verde;15;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
535;26;média;34034;CGH Rancho Fundo - CGH RANCHO FUNDO;Porto dos Gaúchos;Verde;19;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
536;26;média;23962;CGH Sucupira - Sucupira;Jaciara;Verde;12;Baixo;Hidroelétrica;2;8;não avaliado;0;0;2;9;15;0
537;26;média;36626;Casa do Lago;Tangará da Serra;Verde;15;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
538;26;média;5339;ESTÂNCIA RANCHO DOURADO;Várzea Grande;Verde;16;Não Classificado;Aquicultura;2;8;sim;0;0;2;9;15;0
539;26;média;7984;Estância Céu Azul;Tangará da Serra;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
540;26;média;8008;Estância Recreio;Nossa Senhora do Livramento;Verde;18;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
541;26;média;26535;FAZENDA NOSSA SENHORA APARECIDA;Nova Ubiratã;Verde;11;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
542;26;média;20317;Faz. Agrovera;Porto dos Gaúchos;Verde;15;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
543;26;média;20088;Faz. Boca da Mata;Nova Ubiratã;Verde;12;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
544;26;média;7993;Faz. Cabeça Branca - Barragem 02;Nossa Senhora do Livramento;Verde;15;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
545;26;média;7991;Faz. Cabeça Branca - Barragem 04;Nossa Senhora do Livramento;Verde;15;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
546;26;média;7990;Faz. Cabeça Branca - Barragem 05;Nossa Senhora do Livramento;Verde;15;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
547;26;média;7989;Faz. Cabeça Branca - Barragem 06;Nossa Senhora do Livramento;Verde;15;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
548;26;média;20119;Faz. Olho d'Água;Nova Canaã do Norte;Verde;15;Baixo;Dessedentação Animal;2;8;não avaliado;0;0;2;9;15;0
549;26;média;8197;Faz. Produtiva;São Félix do Araguaia;Verde;10;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
550;26;média;8092;Faz. Sopave;Nova Ubiratã;Verde;11;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
551;26;média;7982;Faz. Triângulo - Reservatório 01;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
