rank;score_prioridade;faixa;id_snisb;nome;municipio_sede;nivel;idap;dano_potencial_associado;uso_principal;n_municipios_extraterritoriais;n_lacunas_pae;alertavel;pts_dpa;pts_rejeito;pts_nivel;pts_extraterritorial;pts_pae;pts_nao_alertavel
739;17;baixa;35483;Barragem II - Tanque II;Serra Nova Dourada;Verde;12;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
740;17;baixa;31363;Barragem III;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
741;17;baixa;35484;Barragem III;Serra Nova Dourada;Verde;11;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
742;17;baixa;35126;Barragem III ? Fazenda Nossa Senhora Aparecida;Araguaiana;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
743;17;baixa;36278;Barragem Jusante Fazenda Santa Filipina;Santa Cruz do Xingu;Verde;13;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
744;17;baixa;36559;Barragem Lago Bétis;Querência;Verde;15;Médio;Recreação;0;8;não avaliado;0;0;2;0;15;0
745;17;baixa;35568;Barragem Lagoa Dourada;Querência;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
746;17;baixa;36503;Barragem Montante Fazenda Passo Fundo;Canarana;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
747;17;baixa;34750;Barragem Mutuca;Nossa Senhora do Livramento;Verde;7;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
748;17;baixa;32740;Barragem Nogueira I e II;Santo Antônio do Leste;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
749;17;baixa;35273;Barragem Nossa Senhora Aparecida;Barra do Garças;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
750;17;baixa;34482;Barragem Paranoá;Mirassol d'Oeste;Verde;9;Médio;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
751;17;baixa;36679;Barragem Perin II;Tangará da Serra;Verde;8;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
752;17;baixa;36680;Barragem Perin II (a montante);Tangará da Serra;Verde;8;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
753;17;baixa;20151;Barragem Planalto;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
754;17;baixa;35077;Barragem Primavera;Tangará da Serra;Verde;8;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
755;17;baixa;35409;Barragem Principal;Santa Cruz do Xingu;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
756;17;baixa;30909;Barragem Principal;Água Boa;Verde;16;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
757;17;baixa;27404;Barragem Ramax;Novo Horizonte do Norte;Verde;12;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
758;17;baixa;34700;Barragem Rios Psicultura - a montante;Tangará da Serra;Verde;13;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
759;17;baixa;35176;Barragem Rotacionado 15 ? Fazenda Gravataí;Itiquira;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
760;17;baixa;33351;Barragem Taquaral I;Nossa Senhora do Livramento;Verde;10;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
761;17;baixa;37412;Barragem Terra Nova;Barra do Garças;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
762;17;baixa;35084;Barragem Terra Nova;Gaúcha do Norte;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
763;17;baixa;35486;Barragem V;Serra Nova Dourada;Verde;11;Não Classificado;Aquicultura;0;5;não avaliado;0;0;2;0;15;0
764;17;baixa;35127;Barragem V -  Fazenda Nossa Senhora Aparecida;Araguaiana;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
765;17;baixa;35488;Barragem VI;Serra Nova Dourada;Verde;12;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
766;17;baixa;35152;Barragem Vitória I ? Principal;Barra do Garças;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
767;17;baixa;36615;Barragem XIV ? Fazenda Buriti;Araguaiana;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
768;17;baixa;30591;Barragem na Fazenda Gera;Campo Novo do Parecis;Verde;16;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
769;17;baixa;35059;Barragem na Fazenda Havaí;São José do Xingu;Verde;4;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
770;17;baixa;30922;Barragem na Fazenda Izabel;Rondonópolis;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
771;17;baixa;31661;Barragem na Fazenda Nova Esperança II;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
772;17;baixa;31048;Barragem na Fazenda Santa Fé;Canarana;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
773;17;baixa;8176;Barragem principal Estância Bahia Leilões;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
774;17;baixa;35091;Barragem Ághata II;Santa Cruz do Xingu;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
775;17;baixa;20133;Barragem Água Azul;Campo Verde;Verde;5;Baixo;Aquicultura;0;5;não avaliado;0;0;2;0;15;0
776;17;baixa;35223;Barramento (Principal) - Fazenda Progresso;Tabaporã;Verde;15;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
777;17;baixa;35166;Barramento (montante) - Fazenda Ranchinho;Nova Maringá;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
778;17;baixa;34480;Barramento - Fazenda Alvorada II;Sinop;Verde;8;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
779;17;baixa;34585;Barramento - Fazenda Cristalino III;Alta Floresta;Verde;10;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
780;17;baixa;35075;Barramento - Fazenda Estância Gaúcha;Campo Novo do Parecis;Verde;16;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
781;17;baixa;34545;Barramento - Fazenda Fiorese I;Feliz Natal;Verde;10;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
782;17;baixa;35913;Barramento - Fazenda Galerinha;Vila Bela da Santíssima Trindade;Verde;9;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
783;17;baixa;26335;Barramento - Fazenda Guapeva;Bom Jesus do Araguaia;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
784;17;baixa;7966;Barramento - Fazenda Horizonte VI;Campo Novo do Parecis;Verde;9;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
785;17;baixa;35019;Barramento - Fazenda Paraná - São Bento;Brasnorte;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
786;17;baixa;30960;Barramento - Fazenda Progresso I e II;Primavera do Leste;Verde;5;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
787;17;baixa;35132;Barramento - Fazenda Santa Maria - Gleba A;Campo Novo do Parecis;Verde;7;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
788;17;baixa;36061;Barramento - Fazenda São Matheus I;Poxoréu;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
789;17;baixa;35005;Barramento - Fazenda Tropeiro Velho IV e V;Alta Floresta;Verde;18;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
790;17;baixa;35118;Barramento 05 - Fazenda Zeniiti III;Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
791;17;baixa;30939;Barramento 09;Barra do Bugres;Verde;16;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
792;17;baixa;35410;Barramento 1 (montante);Santa Cruz do Xingu;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
793;17;baixa;35020;Barramento 1 (montante) - Fazenda Paraná - São Bento;Brasnorte;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
794;17;baixa;34001;Barramento 1 - Fazenda Progresso Vista Alegre;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
795;17;baixa;35411;Barramento 1.1;Santa Cruz do Xingu;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
796;17;baixa;35110;Barramento 10 - Fazenda Zeniiti III;Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
797;17;baixa;35113;Barramento 12 - fazenda Zeniiti III;Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
798;17;baixa;34519;Barramento 15 - Fazenda Zeniiti III;Alta Floresta;Verde;12;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
799;17;baixa;34520;Barramento 16 - Montante;Alta Floresta;Verde;12;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
800;17;baixa;34521;Barramento 17 (montante) - Fazenda Zeniiti III;Alta Floresta;Verde;9;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
801;17;baixa;34522;Barramento 18 (montante) - Fazenda Zeniiti III;Alta Floresta;Verde;9;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
802;17;baixa;35179;Barramento 2 MONTANTE - Fazenda São Luiz;São Félix do Araguaia;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
803;17;baixa;34991;Barramento 2 Principal - Fazenda Cocal;Canarana;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
804;17;baixa;34707;Barramento 2 – Fazenda Santa Maria;Barra do Bugres;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
805;17;baixa;35630;Barramento 2A - Fazenda Santa Helena;Canarana;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
806;17;baixa;34992;Barramento 3 Montante - Fazenda Cocal;Canarana;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
807;17;baixa;34706;Barramento 3 – Fazenda Santa Maria;Barra do Bugres;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
808;17;baixa;31998;Barramento Aeroporto Municipal de Juína;Juína;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
809;17;baixa;37430;Barramento Caxambu II;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
810;17;baixa;32077;Barramento Fazenda Bonanza;Santa Cruz do Xingu;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
811;17;baixa;243;Barramento Fazenda Maranata e Maranata II;Primavera do Leste;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
812;17;baixa;36671;Barramento Fazenda Ouro Branco;Barra do Bugres;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
813;17;baixa;36496;Barramento Fazenda Primavera;Vila Rica;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
814;17;baixa;36436;Barramento Fazenda Santana;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
815;17;baixa;35185;Barramento Fazenda São Luiz;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
816;17;baixa;26570;Barramento Fazenda Trabuco;Poconé;Verde;8;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
817;17;baixa;31568;Barramento Fazenda Vera Cruz;Barra do Garças;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
818;17;baixa;35135;Barramento Green Fish;Paranaíta;Verde;9;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
819;17;baixa;36409;Barramento I;Gaúcha do Norte;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
820;17;baixa;331;Barramento I (montante)  Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
821;17;baixa;330;Barramento I (montante) ?  Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
822;17;baixa;34580;Barramento I - Fazenda Recanto;Tabaporã;Verde;8;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
823;17;baixa;36365;Barramento I - Fazenda Três Coqueiros;Brasnorte;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
824;17;baixa;31360;Barramento I - Rio Fontoura Agropecuária;São Félix do Araguaia;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
825;17;baixa;36618;Barramento I ? Fazenda Caetetu;Sapezal;Verde;8;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
826;17;baixa;35225;Barramento II (Montante) - Fazenda Progresso;Tabaporã;Verde;15;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
827;17;baixa;34554;Barramento II - Fazenda Fiorese I;Feliz Natal;Verde;10;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
828;17;baixa;31779;Barramento II - Fazenda Gravataí;Itiquira;Verde;16;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
829;17;baixa;36004;Barramento II - Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
830;17;baixa;36366;Barramento II - Fazenda Três Coqueiros;Brasnorte;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
831;17;baixa;36332;Barramento II ? Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
832;17;baixa;36493;Barramento II Fazenda Espigão do Leste;São Félix do Araguaia;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
833;17;baixa;36650;Barramento II Fazenda Água Cristalina;Serra Nova Dourada;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
834;17;baixa;36005;Barramento III (montante) ? Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
835;17;baixa;36367;Barramento III - Fazenda Três Coqueiros;Brasnorte;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
836;17;baixa;35250;Barramento III Fazenda Cocal;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
837;17;baixa;36335;Barramento III? Fazenda São Domingos;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
838;17;baixa;36612;Barramento Juruena;Juruena;Verde;4;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
839;17;baixa;33943;Barramento Juína - Montante;Juína;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
840;17;baixa;33942;Barramento Juína - Principal;Juína;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
841;17;baixa;33944;Barramento Juína – Montante 2;Juína;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
842;17;baixa;32067;Barramento Lagoa da Garça;Juína;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
843;17;baixa;31785;Barramento Montante;Tapurah;Verde;6;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
844;17;baixa;8166;Barramento Principal - Fazenda Estância Bahia II;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
845;17;baixa;32449;Barramento Principal – Fazenda Jaó;Nova Xavantina;Verde;16;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
846;17;baixa;36574;Barramento Rancho Grande;Indiavaí;Verde;13;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
847;17;baixa;35856;Barramento Salinas 2;Nossa Senhora do Livramento;Verde;9;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
848;17;baixa;35760;Barramento Santa Rita;São José do Povo;Verde;12;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
849;17;baixa;35124;Barramento Sítio Recanto da Natureza;Sinop;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
850;17;baixa;34581;Barramento montante - Fazenda Recanto;Tabaporã;Verde;8;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
851;17;baixa;35914;Barramento montante - Galerinha;Vila Bela da Santíssima Trindade;Verde;9;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
852;17;baixa;34623;Barramento montante – Fazenda São Sebastião;Barra do Bugres;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
853;17;baixa;35228;Barramento principal - Fazenda Rio da Mata;Carlinda;Verde;16;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
854;17;baixa;34622;Barramento – Fazenda São Sebastião;Barra do Bugres;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
855;17;baixa;33076;Barramento – Munícipio de Bom Jesus do Araguaia;Bom Jesus do Araguaia;Verde;4;Não Classificado;Recreação;0;8;não avaliado;0;0;2;0;15;0
856;17;baixa;4739;CGH Aripuanã - Dique da UHE Dardanelos;Aripuanã;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
857;17;baixa;23957;CGH Caramujo - Barramento Caramujo;Salto do Céu;Verde;12;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
858;17;baixa;34185;CGH Cocal (75 Kw) - MCH COCAL;Canarana;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
859;17;baixa;23987;CGH Desiderio - Barragem 1;Campinápolis;Verde;12;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
860;17;baixa;23988;CGH Dona Assunta - Barragem 01;Campinápolis;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
861;17;baixa;20736;CGH Faxinal I - CAPTAÇÃO LATERAL SIMPLES;Aripuanã;Verde;8;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
862;17;baixa;34157;CGH Faxinal I - CAPTAÇÃO LATERAL SIMPLES (CGH FAXINAL I);Aripuanã;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
863;17;baixa;24306;CGH Itaquerê I - Barragem 1;Novo São Joaquim;Verde;12;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
864;17;baixa;24307;CGH Itaquerê II - Barragem 1;Novo São Joaquim;Verde;12;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
865;17;baixa;34138;CGH Jatobazinho - Jatobazinho;Paranatinga;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
866;17;baixa;23992;CGH Margarida 2 Duplicidade  - MARGARIDA;Comodoro;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
867;17;baixa;23998;CGH Masutti - MASUTTI;Campos de Júlio;Verde;16;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
868;17;baixa;24302;CGH Matula - CGH Matula;Novo São Joaquim;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
869;17;baixa;34038;CGH Matula I - CGH MATULA I;Novo São Joaquim;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
870;17;baixa;24089;CGH Mestre - Mestre;Jaciara;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
871;17;baixa;34836;CGH Michelin - Michelin;Itiquira;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
872;17;baixa;34123;CGH Miranda Estância - CGH Rio Piolho;Comodoro;Verde;17;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
873;17;baixa;23989;CGH Noidore - Barragem 01;Campinápolis;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
874;17;baixa;34137;CGH PICCINI V - CGH Piccini V;Tabaporã;Verde;13;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
875;17;baixa;34820;CGH PICCINI V - CGH Piccini V;Tabaporã;Verde;13;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
876;17;baixa;23999;CGH Rio Margarida 2 - MARGARIDA;Comodoro;Verde;10;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
877;17;baixa;24061;CGH Rio Vermelho - Usina Rio Vermelho;Itaúba;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
878;17;baixa;24181;CGH Ronuro - 1;Boa Esperança do Norte;Verde;4;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
879;17;baixa;23993;CGH SM-01 - CGH SM-01;Itiquira;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
880;17;baixa;23994;CGH SM-06 - CGH SM-06;Itiquira;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
881;17;baixa;5115;CGH Salto Belo - Barragem 01;Novo São Joaquim;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
882;17;baixa;24088;CGH Santa Cecília - Santa Cecília;Jaciara;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
883;17;baixa;34134;CGH Santiago Fazenda Agrochapada - SANTIAGO;Paranatinga;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
884;17;baixa;23991;CGH Sapezal - CGH Sapezal;Sapezal;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
885;17;baixa;24022;CGH Tucunaré - CGH Tucunaré;Sapezal;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
886;17;baixa;34159;CGH Água Clara - Agua Clara;Jaciara;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
887;17;baixa;336;CHACARA NOSSA SENHORA DE FATIMA;Juína;Verde;6;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
888;17;baixa;6026;COOP. SERINGUEIROS DE OURO BRANCO;Itiquira;Verde;6;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
889;17;baixa;31533;Campinas;Novo São Joaquim;Verde;5;Baixo;Regularização de vazão;0;8;não avaliado;0;0;2;0;15;0
890;17;baixa;19977;Campo Experimental Empaer;Nossa Senhora do Livramento;Verde;15;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
891;17;baixa;36651;Chácara Esteio - Barramento I;Alta Floresta;Verde;5;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
892;17;baixa;36669;Chácara Esteio ? Barramento 02;Alta Floresta;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
893;17;baixa;7959;Chácara Patrícia;Juína;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
894;17;baixa;19992;Chácara Santa Cristina;Sorriso;Verde;5;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
895;17;baixa;32379;Condomínio Adama Duvalle – Barragem 1;Água Boa;Verde;4;Médio;Recreação;0;8;não avaliado;0;0;2;0;15;0
896;17;baixa;26632;Córrego Tonto;Tabaporã;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
897;17;baixa;32989;Dall Asta 2;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
898;17;baixa;5321;ETA QUEIMA-PÉ;Tangará da Serra;Verde;6;Médio;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
899;17;baixa;20998;Estância Maristela - Barragem 01;Porto Esperidião;Verde;16;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
900;17;baixa;20999;Estância Maristela - Barragem 02;Porto Esperidião;Verde;16;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
901;17;baixa;21000;Estância Maristela - Barragem 03;Porto Esperidião;Verde;16;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
902;17;baixa;35795;Estância Nogueira Agropecuária - Barramento;Rondonópolis;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
903;17;baixa;21007;Estância Santa Mônica;Cáceres;Verde;17;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
904;17;baixa;31827;FAZENDA CAMPO FLORIDO;Canarana;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
905;17;baixa;30852;FAZENDA CELESTE III;Vera;Verde;4;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
906;17;baixa;19996;FAZENDA GUAPORÉ;Canarana;Verde;4;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
907;17;baixa;32400;FAZENDA HARAS;Água Boa;Verde;5;Médio;Regularização de vazão;0;7;não avaliado;0;0;2;0;15;0
908;17;baixa;5371;FAZENDA OURO BRANCO;Barra do Bugres;Verde;13;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
909;17;baixa;5364;FAZENDA OURO FINO;Barra do Bugres;Verde;13;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
910;17;baixa;5362;FAZENDA OURO FINO - Barragem 02;Barra do Bugres;Verde;13;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
911;17;baixa;5361;FAZENDA OURO FINO- Barragem 01;Barra do Bugres;Verde;13;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
912;17;baixa;31590;FLG Agro e Investimento LTDA;Itiquira;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
913;17;baixa;26539;FRIGOPESCA PSICULTURA E FRIGORÍFICO LTDA-EPP;Poconé;Verde;6;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
914;17;baixa;26672;Faz São Paulo;Barra do Bugres;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
915;17;baixa;8174;Faz. Agrocentro Barra Brasil;Barra do Garças;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
916;17;baixa;20113;Faz. Amanhecer II;Gaúcha do Norte;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
917;17;baixa;8013;Faz. Dona Leila - Reservatório 27;Rosário Oeste;Verde;3;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
918;17;baixa;8012;Faz. Dona Leila - Reservatório 28;Rosário Oeste;Verde;3;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
919;17;baixa;8011;Faz. Dona Leila - Reservatório 29;Rosário Oeste;Verde;3;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
920;17;baixa;20739;Faz. Jacarandá;Araguaiana;Verde;10;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
