codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao;origem_coleta
5282861;ANA HELENA DOTTA;ANA HELENA DOTTA;510340;Cuiabá;Não;Não;GOIABEIRAS;RUA 24 DE OUTUBRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.591604626231655;-56.10548474945708;65 3623-1696;2025-09-03;estadual
5282918;DIJALMAS RIBEIRO DE CASTRO;DIJALMAS RIBEIRO DE CASTRO;510340;Cuiabá;Não;Não;BANDEIRANTES;RUA GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3624-4165;2025-09-03;estadual
5282934;BENEDITO CESARINO LARA FERNANDES;BENEDITO CESARINO LARA FERNANDES;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA HIST RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.583375640949257;-56.07811734797833;65 3644-8060;2025-09-03;estadual
5282942;AUGUSTO CESAR REGIS DE OLIVEIRA;AUGUSTO CESAR REGIS DE OLIVEIRA;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3051-3550;2025-09-03;estadual
5282950;ARTHUR OCTAVIO MONTEIRO;ARTHUR OCTAVIO MONTEIRO;510340;Cuiabá;Não;Não;GOIABEIRAS;RUA ESTEVAO DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3321-6034;2025-09-03;estadual
5282977;ARIADNE DE OLIVEIRA DESSUNTE FIGUEIREDO;ARIADNE DE OLIVEIRA DESSUNTE FIGUEIREDO;510340;Cuiabá;Não;Não;JARDIM EUROPA;RUA JORNALISTA JAQUES BRUNINI;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3634-4823;2025-09-03;estadual
5282985;ANTONIO MANUEL CARDOSO FERNANDES;ANTONIO MANUEL CARDOSO FERNANDES;510340;Cuiabá;Não;Não;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3618-8131;2025-09-03;estadual
5282993;ANGELA APARECIDA SIQUINELLI;ANGELA APARECIDA SIQUINELLI;510340;Cuiabá;Não;Não;CENTRO;RUA TE CEL THOGO S PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.604438749680694;-56.10211050142384;65 3622-2255;2025-09-03;estadual
5283000;JOSE LUIZ RAINHO CUNHA;JOSE LUIZ RAINHO CUNHA;510340;Cuiabá;Não;Não;ARAES;RUA DESEMBARGADOR JOSE DE MESQUITA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03;estadual
5283027;JOAQUIM DA CUNHA CAMPOS GONCALVES;JOAQUIM DA CUNHA CAMPOS GONCALVES;510340;Cuiabá;Não;Não;QUILOMBO;AVENIDA SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5950389;-56.1055293;65 3322-5050;2025-09-03;estadual
5283043;JOACIR RODRIGUES CARVALHO;JOACIR RODRIGUES CARVALHO;510340;Cuiabá;Não;Não;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5791388;-56.111168;65 3626-4500;2025-12-17;estadual
5283108;HENRIQUE LABOISSIERE DA SILVA;HENRIQUE LABOISSIERE DA SILVA;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595045064161097;-56.1170553262565;65 3623-2079;2025-11-04;estadual
5283124;MARCIA MARIA DE AZEVEDO SOUZA;MARCIA MARIA DE AZEVEDO SOUZA;510340;Cuiabá;Não;Não;GOIABEIRAS;RUA ESTEVAO DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588326453748511;-56.11107003867583;65 3624-0100;2025-11-27;estadual
5283132;MARCO ANTONIO DE ARRUDA FIGUEIREDO;MARCO ANTONIO DE ARRUDA FIGUEIREDO;510340;Cuiabá;Não;Não;CENTRO;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.602242451813703;-56.101773526765484;65 3624-3643;2025-09-03;estadual
5283140;MARIELA DA GAMA FORTUNATO;MARIELA DA GAMA FORTUNATO;510340;Cuiabá;Não;Não;LIXEIRA;AVENIDA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592412799178996;-56.090044553689744;65 3321-0943;2025-09-03;estadual
5283175;JUNOT RUELA PEREIRA;JUNOT RUELA PEREIRA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588869006213127;-56.07943270215241;65 3642-1312;2025-09-03;estadual
5283183;NILSON TADEU PEREZ;NILSON TADEU PEREZ;510340;Cuiabá;Não;Não;QUILOMBO;RUA ESTEVAO DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588264571240702;-56.10383047644398;;2025-09-03;estadual
5283205;MYRIAN CURY HADDAD;MYRIAN CURY HADDAD;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;RUA MASCARENHAS DE MORAES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58713433140516;-56.11109342448907;65 3324-6010;2025-11-13;estadual
5283213;MAURO JARROS;MAURO JARROS;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.586800787921968;-56.07809408078829;65 3642-1700;2025-09-03;estadual
5283221;MARIO TOSHIO ISHITANI;MARIO TOSHIO ISHITANI;510340;Cuiabá;Não;Não;ARAES;AVENIDA MATO GROSSO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590407021573133;-56.0957966249078;65 3321-3666;2025-09-03;estadual
5283264;WILSON DE BARROS;WILSON DE BARROS;510340;Cuiabá;Não;Não;CENTRO;RUA 13 DE JUNHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6030141;-56.0994771;65 3321-9049;2025-09-03;estadual
5283272;ZULEIDE APARECIDA FELIX CABRAL;ZULEIDE APARECIDA FELIX CABRAL;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59502525473838;-56.11804442759459;65 3624-5989;2025-09-03;estadual
5283280;VICTOR HUGO DE ALMEIDA;VICTOR HUGO DE ALMEIDA;510340;Cuiabá;Não;Não;ARAES;RUA DESEMBARGADOR JOSE DE MESQUITA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590671723675452;-56.09426114844047;65 3623-1290;2025-09-03;estadual
5283299;SEBASTIAO DIAS DE OLIVEIRA;SEBASTIAO DIAS DE OLIVEIRA;510340;Cuiabá;Não;Não;BANDEIRANTES;RUA MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.600693326952982;-56.092114503137765;65 3052-0375;2025-11-27;estadual
5283310;ROSA ESTELA ROJAS DIAZ;ROSA ESTELA ROJAS DIAZ;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58674136580768;-56.07811687930952;65 3642-1700;2025-09-03;estadual
5283329;RONALDO PEREIRA CUIABANO;RONALDO PEREIRA CUIABANO;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594879722293715;-56.11727526738701;65 3321-0768;2025-11-27;estadual
5283353;ROBERTO EDISON MINIKOWSKI;ROBERTO EDISON MINIKOWSKI;510340;Cuiabá;Não;Não;QUILOMBO;RUA ESTEVAO DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588273613668981;-56.10381974740116;;2025-09-03;estadual
5285240;CLINICA MEDICA DE ELETROENCEFALOGRAFIA LTDA ME;CLINICA MEDICA DE ELETROENCEFALOGRAFIA LTDA ME;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.594972413319887;-56.11953561311917;65 3901-2360;2025-09-03;estadual
5286832;KELLI CRISTINA PENAS CATHARINO;KELLI CRISTINA PENAS CATHARINO;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594804393275266;-56.11924811747707;65 3901-2359;2025-09-03;estadual
5287863;A C FENIX;A C FENIX PSICOLOGIA E ESTETICA LTDA;510340;Cuiabá;Não;Não;ALVORADA;RUA LUIZ PHILLIPS PEREIRA LEITE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3028-1072;2025-09-03;estadual
5288002;OSVANIO SALOMAO PIMENTA;OSVANIO SALOMAO PIMENTA;510340;Cuiabá;Não;Não;JARDIM CALIFORNIA;RUA TANCREDO NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.622858709683666;-56.07562853414375;65 3627-1444;2025-09-03;estadual
5289041;DEISELLU ANAH TORQUATO DA SILVA;DEISELLU ANAH TORQUATO DA SILVA;510340;Cuiabá;Não;Não;CENTRO;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601555488107246;-56.10389309961531;65 3322-0764;2025-09-03;estadual
5289556;EDY ROSALVO;EDY ROSALVO ALVES PEREIRA ME;510340;Cuiabá;Não;Não;CENTRO SUL;RUA SAO BENEDITO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;;;65 3321-6419;2025-09-03;estadual
5290600;IARA PASCOLAT CORADINI;IARA PASCOLAT CORADINI;510340;Cuiabá;Não;Não;CENTRO;RUA GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3622-0007;2025-09-03;estadual
5291313;CLINICA E LABORATORIO SAO RAFAEL;INSTITUTO ODARA DE SAUDE INTEGRATIVA E BEM ESTAR LTDA;510340;Cuiabá;Não;Não;BELA VISTA;OATOMO CANAVARROS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.582942604779294;-56.058841288597876;65 99845383;2025-09-03;estadual
5291321;ISGHP;INSTITUTO SOCIAL DE GESTAO HUMANIZADA DE PESSOAS ISGHP;510340;Cuiabá;Não;Não;CENTRO SUL;TENENTE CORONEL THOGO DA SILVA PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.600674714232358;-56.10670824785191;65 99838372;2025-09-03;estadual
5291348;A L CLINICA MEDICA;A L CLINICA MEDICA LTDA;510340;Cuiabá;Não;Não;JARDIM EUROPA;JORNALISTA ROBERTO JACQUES BRUNINI;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.622626770705711;-56.08309606134523;65 99750959;2025-09-03;estadual
5291356;LABTOX;LABTOX TOXICOLOGICO DNA LTDA;510340;Cuiabá;Não;Não;JARDIM DAS AMERICAS;FERNANDO CORREA DA COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.612157490040948;-56.07482323435769;65 30443072;2025-09-03;estadual
5295491;DANIELA FARIA DE AGUIAR;DANIELA FARIA DE AGUIAR;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58701815;-56.07747991197754;65 3051-2222;2025-09-03;estadual
5295505;MARIA DO SOCORRO BORGES DE SOUSA;MARIA DO SOCORRO BORGES DE SOUSA;510340;Cuiabá;Não;Não;CENTRO;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.598802744465278;-56.10071734592881;65 3623-8521;2025-11-27;estadual
5295513;NOEMY SONIA UENO;NOEMY SONIA UENO;510340;Cuiabá;Não;Não;BAU;AVENIDA HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590402549821428;-56.08737503839924;65 3612-7000;2025-09-03;estadual
5295548;JULIANA FERNANDES DE MENDONCA;JULIANA FERNANDES DE MENDONCA;510340;Cuiabá;Não;Não;CENTRO SUL;RUA TEN CEL THOGO DA SILVA PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.60228124981235;-56.10160234123877;65 3622-2255;2025-11-04;estadual
5295572;CELSO FIMMO RODRIGUES;CELSO FIMMO RODRIGUES;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA CLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.586799672382783;-56.078026794463696;65 3322-3840;2025-09-03;estadual
5295580;BENEDITO VIEIRA DE FIGUEIREDO;BENEDITO VIEIRA DE FIGUEIREDO;510340;Cuiabá;Não;Não;CENTRO;AVENIDA GETULIO VARGAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3623-9393;2025-09-03;estadual
5295599;DEBORA TERESA DA SILVA ORMOND;DEBORA TERESA DA SILVA ORMOND;510340;Cuiabá;Não;Não;QUILOMBO;AV SENADOR FILINTO MULLER I;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-14.7240924;-56.3387677;3623-7753;2025-09-03;estadual
5295602;ROBERTO COSENTIMO;ROBERTO COSENTIMO;510340;Cuiabá;Não;Não;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3623-0977;2025-09-03;estadual
5295610;ERVINO KLEIM;ERVINO KLEIM;510340;Cuiabá;Não;Não;SANTA CRUZ;RUA CASSEMIRO DE ABREU;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.607546550786742;-56.05231878041503;65 3664-2128;2026-03-10;estadual
5295637;AUREO MATTOSO JUNIOR;AUREO MATTOSO JUNIOR;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595075081065252;-56.11840017401144;65 3322-2022;2025-10-11;estadual
5295653;ANTONIO LUCAS BARROS TENUTA;ANTONIO LUCAS BARROS TENUTA;510340;Cuiabá;Não;Não;CENTRO;RUA CANDIDO MARIANO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.593129829943205;-56.1006067371289;65 3624-3563;2025-09-03;estadual
5295661;EVELINE MEIRELLES GONCALVES LIMA;EVELINE MEIRELLES GONCALVES LIMA;510340;Cuiabá;Não;Não;CENTRO;RUA GOVERNADOR RONDON;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59212998033441;-56.0940744425588;65 3322-2021;2025-10-17;estadual
5295688;NILSON FERREIRA NOVAIS;NILSON FERREIRA NOVAIS;510340;Cuiabá;Não;Não;BANDEIRANTES;RUA MANOEL GARCIA VELHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65;2025-09-03;estadual
5295696;MARIA GORETTI JULIANO MASSUDA;MARIA GORETTI JULIANO MASSUDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5871243;-56.0781045;;2025-09-03;estadual
5295718;JORGE DE ARAUJO LAFETA NETO;JORGE DE ARAUJO LAFETA NETO;510340;Cuiabá;Não;Não;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579294684031874;-56.11117953739529;65 3618-8230;2025-11-04;estadual
5295777;IVALDO RIBEIRO DA CUNHA;IVALDO RIBEIRO DA CUNHA;510340;Cuiabá;Não;Não;CENTRO;AVENIDA TENENTE CEL DUARTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03;estadual
5295890;ANA CELIA ARANTES DOS SANTOS;ANA CELIA ARANTES DOS SANTOS;510340;Cuiabá;Não;Não;PORTO;AVENIDA SENADOR METELLO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.605794326614411;-56.108750031637875;65 3322-0055;2025-09-03;estadual
5297370;CARLOS ALBERTO DE ALBUQUERQUE MARANHAO;CARLOS ALBERTO DE ALBUQUERQUE MARANHAO;510340;Cuiabá;Não;Não;GOIABEIRAS;AVENIDA 31 DE MARCO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595840012989662;-56.09720528125763;65 3623-2121;2025-09-03;estadual
5301408;FERNANDA RIBEIRO CARVALHO DOS SANTOS;FERNANDA RIBEIRO CARVALHO DOS SANTOS;510340;Cuiabá;Não;Não;JARDIM KENNEDY;AVENIDA TANCREDO NEVES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.615648544441651;-56.07604552579217;;2025-10-17;estadual
5303567;URSULA MICHELE PAITACH BATISTELLA;URSULA MICHELE PAITACH BATISTELLA;510340;Cuiabá;Não;Não;CENTRO SUL;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.603971326943629;-56.10369422217904;65 3023-2909;2025-11-27;estadual
5305888;EDUARDO DICKE;EDUARDO DICKE;510340;Cuiabá;Não;Não;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59652175536762;-56.1000835718624;65 3623-5221;2025-10-17;estadual
5307058;CLEBERSON JEAN DOS SANTOS QUEIROZ;CLEBERSON JEAN DOS SANTOS QUEIROZ;510340;Cuiabá;Não;Não;JARDIM MARIANA;RIA ADEL MALOUF;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579153738013359;-56.1113109102194;65 3626-3001;2025-10-11;estadual
5310555;LUIS FERNANDO CORREA DE BARROS;LUIS FERNANDO CORREA DE BARROS;510340;Cuiabá;Não;Não;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5924403;-56.1062212;65 3623-5221;2025-09-03;estadual
5313562;SMC;SMC SERVICOS MEDICOS CIRURGICOS LTDA;510340;Cuiabá;Não;Não;JARDIM ITALIA;ERICO GONCALVES PREZA FILHO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6034682;-56.0583869;65 30287328;2025-09-03;estadual
5313937;MT HEMOCENTRO UNIDADE MOVEL I;SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO;510340;Cuiabá;Não;Não;CENTRO SUL;RUA 13 DE JUNHO;ESTADUAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40;E;Não;Não;NAO;Não;Não;Não;Não;-15.615180729345997;-56.110013081427674;6536230044;2026-04-30;estadual
5314739;EDUARDO DICKE;EDUARDO DICKE;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595039897229768;-56.11674955444089;65 3623-7030;2025-10-17;estadual
5315514;ERIK DE FREITAS FORTES BUSTAMANTE;ERIK DE FREITAS FORTES BUSTAMANTE;510340;Cuiabá;Não;Não;MORADA DA SERRA;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3028-7575;2025-09-03;estadual
5317142;JULIANA PAULA LOUZICH COELHO VACCARI;JULIANA PAULA LOUZICH COELHO VACCARI;510340;Cuiabá;Não;Não;CENTRO;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.610103430813558;-56.11165932727267;65 3324-2100;2025-09-03;estadual
5320178;LARISSA ROSA SILVERIO DA SILVA;LARISSA ROSA SILVERIO DA SILVA;510340;Cuiabá;Não;Não;CENTRO;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6021801;-56.1017305;65 3324-2100;2025-09-03;estadual
5321581;BERNARDO TAVARES DOS SANTOS;BERNARDO TAVARES DOS SANTOS;510340;Cuiabá;Não;Não;CENTRO;RUA CANDIDO MARIANO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59602602171456;-56.09726697206497;65 3623-4007;2025-09-03;estadual
5322588;JANAINA GRAZIELLA GUIMARAES FRANSOSI;JANAINA GRAZIELLA GUIMARAES FRANSOSI;510340;Cuiabá;Não;Não;CENTRO;RUA GALDINO PIMENTEL;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596894150528877;-56.094111150668;65 3027-6509;2025-11-04;estadual
5322626;CINTIA MARIA CAVALCANTE;CINTIA MARIA CAVALCANTE;510340;Cuiabá;Não;Não;JARDIM MARIANA;RUA ADEL MALOUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3027-2611;2025-09-03;estadual
5323886;DANIELI VIEIRA DE SOUZA;DANIELI VIEIRA DE SOUZA;510340;Cuiabá;Não;Não;JARDIM TROPICAL;RUA TANCREDO NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3627-1020;2025-09-03;estadual
5327628;WESLEY CORDEIRO VIANA;WESLEY CORDEIRO VIANA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.587383383643461;-56.07702739492094;65 3028-1328;2025-11-27;estadual
5331684;FRANCINE FARIA PERAZOLO;FRANCINE FARIA PERAZOLO;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;RUA FLORIANO PEIXOTO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.586767326401816;-56.11020790712301;3052-9932;2025-10-17;estadual
5334896;TELEMED CENTER;TELEMED CENTER SERVICOS DE TELEMEDICINA COMERCIO E IMPORT;510340;Cuiabá;Não;Não;JARDIM ACLIMACAO;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 30281790;2025-09-03;estadual
