categoria;nome;municipio;distancia_eixo_km;faixa;segmento_do_eixo;familias;hospitalar;detalhe;longitude;latitude
estabelecimento de saúde;ROQUE RAFAEL DE OLIVEIRA NETO;Cuiabá;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110297;-15.579418
estabelecimento de saúde;MARCIA MARIA DE AZEVEDO SOUZA;Cuiabá;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.11107;-15.588326
estabelecimento de saúde;CARDIORITMO;Cuiabá;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110366;-15.579253
estabelecimento de saúde;ONCOVIDA;Cuiabá;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.114329;-15.59518
estabelecimento de saúde;KAMMILA REGINA AUXILIADORA SAMPAIO;Cuiabá;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.062035;-15.623206
estabelecimento de saúde;SOMEC;Cuiabá;2.49;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.090389;-15.599708
estabelecimento de saúde;DROGASIL DS2464;Várzea Grande;2.49;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.095698;-15.654755
estabelecimento de saúde;MEDTRAUMA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110238;-15.579429
estabelecimento de saúde;CLINICA NEUROCONEXXAO;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110292;-15.579129
estabelecimento de saúde;CLINICA VASCULAR DR LUIZ CARLOS FURTAT JR;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110206;-15.579206
estabelecimento de saúde;RAIA DROGASIL S A;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110854;-15.587779
estabelecimento de saúde;HELP VIDA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.114072;-15.595736
estabelecimento de saúde;CENTRO DE OFTALMOLOGIA CLINICA E CIRURGICA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110204;-15.57936
estabelecimento de saúde;SOCICAP;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110211;-15.579299
estabelecimento de saúde;IMEDI INSTITUTO MEDICO DE DIAGNOSTICO POR IMAGEM;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110268;-15.579099
estabelecimento de saúde;CLINICA IDADE PRIME;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110276;-15.579356
estabelecimento de saúde;RD SAUDE;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.090019;-15.599845
estabelecimento de saúde;DENISE DE CARVALHO CAFFER;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.104141;-15.594723
estabelecimento de saúde;CLINICA SILHUETA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.099526;-15.595477
estabelecimento de saúde;MURILO DE CAMPOS BORGES;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110772;-15.587536
estabelecimento de saúde;MARCIO BENEDITO PALMA PIMENTA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110233;-15.579447
estabelecimento de saúde;SANTANEST ANESTESIOLOGIA;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110303;-15.579065
estabelecimento de saúde;GISELE BIANCHINI MACACCHERO FEGURI;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110251;-15.579465
estabelecimento de saúde;CARLOS EDUARDO DE ALMEIDA BOURET;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110313;-15.578943
estabelecimento de saúde;PROJESAN;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110217;-15.579095
estabelecimento de saúde;CARLOS VASCULAR;Cuiabá;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110253;-15.579472
estabelecimento de saúde;INAC INSTITUTO DE ANALISES CLINICAS LTDA;Várzea Grande;2.5;até 5 km;jusante_capital;;Não;sem atendimento hospitalar;-56.128677;-15.678347
estabelecimento de saúde;EQUIPE ASSITENCIA MEDICA;Várzea Grande;2.5;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.137776;-15.65085
estabelecimento de saúde;CLINICA EMANAH;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.099841;-15.595293
estabelecimento de saúde;CLOVIS BOTELHO;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110157;-15.579057
estabelecimento de saúde;GISELE DA COSTA ANDRADE;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.09993;-15.595298
estabelecimento de saúde;FLORESCER ESPECIALIDADES PEDIATRICAS;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.099836;-15.595286
estabelecimento de saúde;PERICIAS MEDICAS CUIABA;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.079482;-15.608605
estabelecimento de saúde;DROGARIA ULTRAPOPULAR;Cuiabá;2.51;até 5 km;jusante_capital;;;sem atendimento hospitalar;-56.054206;-15.629759
estabelecimento de saúde;AUDIO MT APARELHOS AUDITIVOS;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097189;-15.596078
estabelecimento de saúde;GRIPP MEDICAL;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110919;-15.588319
estabelecimento de saúde;OACIR MONTEIRO DA SILVA JUNIOR;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.113153;-15.595394
estabelecimento de saúde;MARCIAL FRANCIS GALERA;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.099735;-15.59534
estabelecimento de saúde;BERNARDO TAVARES DOS SANTOS;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097267;-15.596026
estabelecimento de saúde;CLINICA NOTRE DAME;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110148;-15.579202
estabelecimento de saúde;LABORATORIO SAO NICOLAU;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110182;-15.578851
estabelecimento de saúde;CARDIO MAIS;Cuiabá;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.09713;-15.596075
estabelecimento de saúde;CES CENTRO ESPECIALIZADO EM SAUDE;Várzea Grande;2.51;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.136342;-15.651425
estabelecimento de saúde;POSTO DE COLETA UNIDADE ONCOMED;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FEB SAUDE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;POSTO DE COLETA UNIDADE IRHPA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DROGARIA LONGA VIDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CONSULTORIO DRA MONNIZE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;L N TERAPEUTA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;VALOR DA VIDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DESITHA ENFERMAGEM DOMICILIAR;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE PSICOLOGIA MOVER SE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;EXAME DIAGNOSTICO LABORATORIAL;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;IMEDI INSTITUTO MEDICO DE DIAGNOSTICO POR IMAGEM;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DIAGNOSTICOS LABORATORIO SANTA ROSA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;R KAZAN CONSULTORIA E SERVICOS MEDICOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DEBORA AJALA NUTRICIONISTA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SUPREME CARE MEDICINA INTENSIVA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;NUCLEO DE APOIO A SAUDE DA FAMILIA NASF OESTE I;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;BRARRISO ODONTOLOGICA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CENTRO ESPECIALIZADO DA VISAO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ESTRUTURAR CLINICA DE FISIOTERAPIA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE PSICOLOGIA ANA PAULA MARINHO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.113669;-15.595473
estabelecimento de saúde;POLICLINICA VERDAO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FARMA POPULAR MEDICAMENTO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DROGARIA VAREJAO DOS REMEDIOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SAUDE LIVRE CLINICA DE VACINACAO E IMUNIZACAO HUMANA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;KALON;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.11001;-15.579574
estabelecimento de saúde;CEDIC;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DEBORA MORAES NASCIMENTO FILGUEIRA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA SOU SAUDE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;COMVIDA MEDICINA DIAGNOSTICA LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CONSULTORIO ODONTOLOGICO ANNY KELLEN;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;TOXILABOR;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SOARES E CHRISTONI SERVICOS MEDICOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;VITOR ELIAS ROSSETTO DA SILVA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;AFIP PS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;HOSPITAL E MATERNIDADE BOM JESUS;Cuiabá;2.52;até 5 km;manso_capital;;Sim;atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CEM COXIPO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097028;-15.596005
estabelecimento de saúde;MT HEMOCENTRO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CONSULTORIO ITINERANTE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SANTA CASA DE MISERICORDIA DE CUIABA;Cuiabá;2.52;até 5 km;manso_capital;;Sim;atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LABORATORIO SAO THOME;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE FISIOTERAPIA BIO CORPORE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;INSTITUTO DE ENDOSCOPIA DIGESTIVA LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE NEUROLOGIA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;PRATA MEDICINA E SEGURANCA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CEFISA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LABORATORIO GENOMA INVIRUS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LABORATORIO INVIRUS;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE OTORRINOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LABORSAN;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA ODONTOLOGICA DO PLANALTO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SMHO SERVICOS HOSPITALARES LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;PRONTIL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLIN MED POSTO DE COLETA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ALEXANDRE DA ROCHA SERRA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FERREIRA MELO LEAO E CIA LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ESPACO SUPERACAO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;NOVOS PASSOS DESENVOLVIMENTO INFANTIL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;UDR OESTE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097007;-15.596018
estabelecimento de saúde;UDR COXIPO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.096972;-15.596005
estabelecimento de saúde;COMPLEXO DE NUTRICAO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA MADRE VIDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LUMA CENTRO INTEGRADO DE NEURODESENVOLVIMENTO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE PSICOLOGIA ANA PAULA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;S O S RESGATE;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINOMAT CLINICA DE OTORRINOLARINGOLOGIA DE MT LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LUIZ CARLOS DA CUNHA JUNIOR;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;OSTEOCENTER DENSITOMETRIA OSSEA S C LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLAN;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;MARIA CECILIA KNOLL FARAH;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;JONY SOARES RAMOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;HELIO COSTA FILHO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;GILBERTO YOSHIEI KANASHIRO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ANTONIO APARECIDO DA SILVA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.096964;-15.596047
estabelecimento de saúde;NAJOA TERESA BAZZI;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;IPSI INSTITUTO PANAMERICANO DE SAUDE INTEGRAL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.11011;-15.579024
estabelecimento de saúde;CELIO EIJI TOBISAWA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CELIO EIJI TOBISAWA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CETIMIO VIEIRA ZAGABRIA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;RONEI EDMAR RIBEIRO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;JOAO MANOEL DE OLIVEIRA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LENUCE RIBEIRO AZIZ YDY;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DIRCEU GONCALO ALMEIDA COSTA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;AUGUSTO CESAR TAQUES SALDANHA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;MARCELO COLOGNESE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LUIZ DE GONZAGA FIGUEIREDO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LUIS FELIPE SABOIA RIBEIRO FILHO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ANITA DE SOUZA MELO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ABRAO ANTONIO SEBE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ADEMAR RODRIGUES CARVALHO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DIJALMAS RIBEIRO DE CASTRO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ARTHUR OCTAVIO MONTEIRO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ANTONIO MANUEL CARDOSO FERNANDES;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;IARA PASCOLAT CORADINI;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;NILSON FERREIRA NOVAIS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CINTIA MARIA CAVALCANTE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;TELEMED CENTER;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;REINALDO PRESTES NETO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ALEXANDRE MAITELLI;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.113867;-15.595504
estabelecimento de saúde;PROCLIN;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CENTRO DE GENETICA SAO THOME;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM DE CUIABA;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LEONARDO NERY RIBEIRO GUIMARAES;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;BIOCARDIOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.110099;-15.579211
estabelecimento de saúde;ANA PAULA ZANETTI FEUSER;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DR FERNANDO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;SOMIC;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FEMINA MEDICOS ASSOCIADOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;LABORATORIO CARLOS CHAGAS UNIDADE GOIABEIRAS;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CENTRO AUDITIVO SR LTDA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CINTIA MARIA CAVALCANTE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;VIVA VIDA SAUDE OCUPACIONAL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA MEDICA DR IVANIO DALLAGNOL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FERNANDA SILVA DE ASSIS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;MOEMA MEDANHA CAIXETA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;FRAGA ODONTO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;QUALIERGO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CEDILAB SANTA HELENA;Cuiabá;2.52;até 5 km;manso_capital;;;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ORAL SPACE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;C G SAUDE;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;RENATA FERREIRA PEREIRA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.10191;-15.594788
estabelecimento de saúde;PSCOLL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ELABORAR PSICOLOGIA CLINICA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;NUCLEUS CITOLOGIA CLINICA;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLINICA DE ANESTESIOLOGIA DO HOSPITAL DE OLHOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;QUALIMAGEM;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CLIM CLINICA DE IMPLANTES DENTARIOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CURAT SERVICOS MEDICOS ESPECIALIZADOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ADRIANA FRANGE CALDAS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;JACARANDA CENTRO DE RECUPERACAO;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;QUALIS SERVICOS MEDICOS;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;ODONTO FACIL;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;DENTECLIN;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
estabelecimento de saúde;CETRA OHB;Cuiabá;2.52;até 5 km;manso_capital;;Não;sem atendimento hospitalar;-56.097;-15.596
