id_snisb;nome_barragem;municipio_sede;municipio_potencialmente_afetado;codigo_trecho_barragem;codigo_secao_controle_afetado;relacao_otto;idap;nivel;dano_potencial_associado
35107;Barragem VII (montante);Nossa Senhora do Livramento;Cuiabá;8965882;896573;montante;17;Verde;Baixo
35107;Barragem VII (montante);Nossa Senhora do Livramento;Várzea Grande;8965882;89657182;montante;17;Verde;Baixo
35106;Barragem VIII (principal);Nossa Senhora do Livramento;Cuiabá;8965882;896573;montante;17;Verde;Baixo
35106;Barragem VIII (principal);Nossa Senhora do Livramento;Várzea Grande;8965882;89657182;montante;17;Verde;Baixo
35115;Barragem XIX;Nossa Senhora do Livramento;Cuiabá;8965898;896573;montante;17;Verde;Baixo
35115;Barragem XIX;Nossa Senhora do Livramento;Várzea Grande;8965898;89657182;montante;17;Verde;Baixo
35102;Barragem XVII;Nossa Senhora do Livramento;Cuiabá;89658;896573;montante;17;Verde;Baixo
35102;Barragem XVII;Nossa Senhora do Livramento;Jangada;89658;89658;mesmo trecho;17;Verde;Baixo
35102;Barragem XVII;Nossa Senhora do Livramento;Várzea Grande;89658;89657182;montante;17;Verde;Baixo
35116;Barragem XVIII;Nossa Senhora do Livramento;Cuiabá;8965898;896573;montante;17;Verde;Baixo
35116;Barragem XVIII;Nossa Senhora do Livramento;Várzea Grande;8965898;89657182;montante;17;Verde;Baixo
27624;Barragem_Valdenir2;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;19;Verde;Baixo
27624;Barragem_Valdenir2;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;19;Verde;Baixo
8008;Estância Recreio;Nossa Senhora do Livramento;Cuiabá;896574;896573;montante;15;Verde;Baixo
8008;Estância Recreio;Nossa Senhora do Livramento;Várzea Grande;896574;89657182;montante;15;Verde;Baixo
7994;Faz. Cabeça Branca - Barragem 01;Nossa Senhora do Livramento;Cuiabá;89658;896573;montante;15;Verde;Baixo
7994;Faz. Cabeça Branca - Barragem 01;Nossa Senhora do Livramento;Jangada;89658;89658;mesmo trecho;15;Verde;Baixo
7994;Faz. Cabeça Branca - Barragem 01;Nossa Senhora do Livramento;Várzea Grande;89658;89657182;montante;15;Verde;Baixo
7993;Faz. Cabeça Branca - Barragem 02;Nossa Senhora do Livramento;Cuiabá;8965896;896573;montante;15;Verde;Baixo
7993;Faz. Cabeça Branca - Barragem 02;Nossa Senhora do Livramento;Várzea Grande;8965896;89657182;montante;15;Verde;Baixo
7991;Faz. Cabeça Branca - Barragem 04;Nossa Senhora do Livramento;Cuiabá;8965896;896573;montante;15;Verde;Baixo
7991;Faz. Cabeça Branca - Barragem 04;Nossa Senhora do Livramento;Várzea Grande;8965896;89657182;montante;15;Verde;Baixo
7990;Faz. Cabeça Branca - Barragem 05;Nossa Senhora do Livramento;Cuiabá;8965896;896573;montante;15;Verde;Baixo
7990;Faz. Cabeça Branca - Barragem 05;Nossa Senhora do Livramento;Várzea Grande;8965896;89657182;montante;15;Verde;Baixo
7989;Faz. Cabeça Branca - Barragem 06;Nossa Senhora do Livramento;Cuiabá;8965896;896573;montante;15;Verde;Baixo
7989;Faz. Cabeça Branca - Barragem 06;Nossa Senhora do Livramento;Várzea Grande;8965896;89657182;montante;15;Verde;Baixo
7992;Fazenda Cabeça Branca - Barragem 03;Nossa Senhora do Livramento;Cuiabá;8965896;896573;montante;15;Verde;Baixo
7992;Fazenda Cabeça Branca - Barragem 03;Nossa Senhora do Livramento;Várzea Grande;8965896;89657182;montante;15;Verde;Baixo
20047;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Cuiabá;89658992;896573;montante;16;Verde;Baixo
20047;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Várzea Grande;89658992;89657182;montante;16;Verde;Baixo
20048;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Cuiabá;89658992;896573;montante;16;Verde;Baixo
20048;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Várzea Grande;89658992;89657182;montante;16;Verde;Baixo
20049;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Cuiabá;89658992;896573;montante;16;Verde;Baixo
20049;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Várzea Grande;89658992;89657182;montante;16;Verde;Baixo
26171;MULTI 1;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;20;Amarelo;Baixo
26171;MULTI 1;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;20;Amarelo;Baixo
340;Piscicultura São Rafael;Nossa Senhora do Livramento;Cuiabá;89658;896573;montante;16;Verde;Baixo
340;Piscicultura São Rafael;Nossa Senhora do Livramento;Jangada;89658;89658;mesmo trecho;16;Verde;Baixo
340;Piscicultura São Rafael;Nossa Senhora do Livramento;Várzea Grande;89658;89657182;montante;16;Verde;Baixo
5563;Santa Maria;Nossa Senhora do Livramento;Cuiabá;8965744;896573;montante;32;Amarelo;Médio
5563;Santa Maria;Nossa Senhora do Livramento;Várzea Grande;8965744;89657182;montante;32;Amarelo;Médio
26538;Sitio Pirapora;Nossa Senhora do Livramento;Cuiabá;896574;896573;montante;19;Verde;Baixo
26538;Sitio Pirapora;Nossa Senhora do Livramento;Várzea Grande;896574;89657182;montante;19;Verde;Baixo
20119;Faz. Olho d'Água;Nova Canaã do Norte;Alta Floresta;4447242;44452872;montante;9;Verde;Baixo
20119;Faz. Olho d'Água;Nova Canaã do Norte;Carlinda;4447242;44457212;montante;9;Verde;Baixo
20033;Fazenda Eldorado;Nova Canaã do Norte;Alta Floresta;44473332;44452872;montante;9;Verde;Não Classificado
20033;Fazenda Eldorado;Nova Canaã do Norte;Carlinda;44473332;44457212;montante;9;Verde;Não Classificado
35726;Fazenda Olho D'Água - Barramento 1;Nova Canaã do Norte;Alta Floresta;4447242;44452872;montante;10;Verde;Baixo
35726;Fazenda Olho D'Água - Barramento 1;Nova Canaã do Norte;Carlinda;4447242;44457212;montante;10;Verde;Baixo
35727;Fazenda Olho D'Água - Barramento 2;Nova Canaã do Norte;Alta Floresta;4447242;44452872;montante;10;Verde;Baixo
35727;Fazenda Olho D'Água - Barramento 2;Nova Canaã do Norte;Carlinda;4447242;44457212;montante;10;Verde;Baixo
1263;B5;Nova Lacerda;Comodoro;4699474;46993296;montante;16;Verde;Médio
36068;BARRAGEM TRIUNFO IV;Nova Lacerda;Comodoro;46994;46993296;montante;13;Verde;Baixo
35120;Barragem Sankara;Nova Lacerda;Comodoro;4699476;46993296;montante;15;Verde;Baixo
34225;CGH Fazenda Galera 1 - Galera 1A;Nova Lacerda;Comodoro;4699484;46993296;montante;9;Verde;Baixo
24107;CGH MAX-01 (Nova Lacerda)  - NOVA LACERDA;Nova Lacerda;Comodoro;4699482;46993296;montante;9;Verde;Baixo
34043;CGH Saxão - principal;Nova Lacerda;Comodoro;469948;46993296;montante;13;Verde;Baixo
4256;PCH Salto Corgão - Salto Corgão;Nova Lacerda;Comodoro;469948;46993296;montante;10;Verde;Baixo
36532;Barragem Gran Fish - Jusante;Nova Marilândia;Barra do Bugres;899994;8999194;montante;12;Verde;Baixo
36533;Barragem Gran Fish – Montante;Nova Marilândia;Barra do Bugres;899994;8999194;montante;12;Verde;Baixo
30884;Barragem na Fazenda Paulista III;Nova Marilândia;Barra do Bugres;899994;8999194;montante;10;Verde;Médio
20146;Sítio São José;Nova Marilândia;Barra do Bugres;899994;8999194;montante;10;Verde;Baixo
35025;CGH DUAS PONTES - Barramento Duas Pontes;Nova Maringá;Juara;4466;4463178;montante;7;Verde;Baixo
35025;CGH DUAS PONTES - Barramento Duas Pontes;Nova Maringá;Novo Horizonte do Norte;4466;44631784;montante;7;Verde;Baixo
35025;CGH DUAS PONTES - Barramento Duas Pontes;Nova Maringá;Porto dos Gaúchos;4466;4463354;montante;7;Verde;Baixo
31665;Barramento Fazenda Sossego 2;Nova Mutum;Juara;44658;4463178;montante;12;Verde;Baixo
31665;Barramento Fazenda Sossego 2;Nova Mutum;Novo Horizonte do Norte;44658;44631784;montante;12;Verde;Baixo
31665;Barramento Fazenda Sossego 2;Nova Mutum;Porto dos Gaúchos;44658;4463354;montante;12;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Alta Floresta;44486;44452872;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Carlinda;44486;44457212;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Ipiranga do Norte;44486;44483152;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Itaúba;44486;444762;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Nova Canaã do Norte;44486;44473332;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Sinop;44486;4447944;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Sorriso;44486;44483162;montante;8;Verde;Baixo
20078;Faz. Karnoski;Nova Mutum;Tapurah;44486;4448338;montante;8;Verde;Baixo
8023;Faz. Mafra - Barragem 01;Nova Mutum;Juara;44678;4463178;montante;8;Verde;Baixo
8023;Faz. Mafra - Barragem 01;Nova Mutum;Novo Horizonte do Norte;44678;44631784;montante;8;Verde;Baixo
8023;Faz. Mafra - Barragem 01;Nova Mutum;Porto dos Gaúchos;44678;4463354;montante;8;Verde;Baixo
8027;Faz. Mafra - Barragem 02;Nova Mutum;Juara;446788;4463178;montante;8;Verde;Baixo
8027;Faz. Mafra - Barragem 02;Nova Mutum;Novo Horizonte do Norte;446788;44631784;montante;8;Verde;Baixo
8027;Faz. Mafra - Barragem 02;Nova Mutum;Porto dos Gaúchos;446788;4463354;montante;8;Verde;Baixo
8019;Faz. Mafra - Barragem 03;Nova Mutum;Juara;44692122;4463178;montante;7;Verde;Baixo
8019;Faz. Mafra - Barragem 03;Nova Mutum;Novo Horizonte do Norte;44692122;44631784;montante;7;Verde;Baixo
8019;Faz. Mafra - Barragem 03;Nova Mutum;Porto dos Gaúchos;44692122;4463354;montante;7;Verde;Baixo
8019;Faz. Mafra - Barragem 03;Nova Mutum;São José do Rio Claro;44692122;446916;montante;7;Verde;Baixo
8015;Faz. Porta do Céu;Nova Mutum;Juara;446742;4463178;montante;8;Verde;Baixo
8015;Faz. Porta do Céu;Nova Mutum;Novo Horizonte do Norte;446742;44631784;montante;8;Verde;Baixo
8015;Faz. Porta do Céu;Nova Mutum;Porto dos Gaúchos;446742;4463354;montante;8;Verde;Baixo
8018;Faz. Propecus - Lagoa 02;Nova Mutum;Juara;446784;4463178;montante;8;Verde;Baixo
8018;Faz. Propecus - Lagoa 02;Nova Mutum;Novo Horizonte do Norte;446784;44631784;montante;8;Verde;Baixo
8018;Faz. Propecus - Lagoa 02;Nova Mutum;Porto dos Gaúchos;446784;4463354;montante;8;Verde;Baixo
8020;Faz. Propecus - Lagoa 04;Nova Mutum;Juara;446786;4463178;montante;8;Verde;Baixo
8020;Faz. Propecus - Lagoa 04;Nova Mutum;Novo Horizonte do Norte;446786;44631784;montante;8;Verde;Baixo
8020;Faz. Propecus - Lagoa 04;Nova Mutum;Porto dos Gaúchos;446786;4463354;montante;8;Verde;Baixo
36499;Fazenda Buriti  - Barramento Montante 1;Nova Mutum;Juara;4469522;4463178;montante;11;Verde;Baixo
36499;Fazenda Buriti  - Barramento Montante 1;Nova Mutum;Novo Horizonte do Norte;4469522;44631784;montante;11;Verde;Baixo
36499;Fazenda Buriti  - Barramento Montante 1;Nova Mutum;Porto dos Gaúchos;4469522;4463354;montante;11;Verde;Baixo
36499;Fazenda Buriti  - Barramento Montante 1;Nova Mutum;São José do Rio Claro;4469522;446916;montante;11;Verde;Baixo
36498;Fazenda Buriti  - Barramento Principal;Nova Mutum;Juara;4469522;4463178;montante;11;Verde;Baixo
36498;Fazenda Buriti  - Barramento Principal;Nova Mutum;Novo Horizonte do Norte;4469522;44631784;montante;11;Verde;Baixo
36498;Fazenda Buriti  - Barramento Principal;Nova Mutum;Porto dos Gaúchos;4469522;4463354;montante;11;Verde;Baixo
36498;Fazenda Buriti  - Barramento Principal;Nova Mutum;São José do Rio Claro;4469522;446916;montante;11;Verde;Baixo
36500;Fazenda Buriti ? Barramento Montante 2;Nova Mutum;Juara;4469522;4463178;montante;11;Verde;Baixo
36500;Fazenda Buriti ? Barramento Montante 2;Nova Mutum;Novo Horizonte do Norte;4469522;44631784;montante;11;Verde;Baixo
36500;Fazenda Buriti ? Barramento Montante 2;Nova Mutum;Porto dos Gaúchos;4469522;4463354;montante;11;Verde;Baixo
36500;Fazenda Buriti ? Barramento Montante 2;Nova Mutum;São José do Rio Claro;4469522;446916;montante;11;Verde;Baixo
20071;Fazenda Faccio;Nova Mutum;Juara;4469212;4463178;montante;8;Verde;Baixo
20071;Fazenda Faccio;Nova Mutum;Novo Horizonte do Norte;4469212;44631784;montante;8;Verde;Baixo
20071;Fazenda Faccio;Nova Mutum;Porto dos Gaúchos;4469212;4463354;montante;8;Verde;Baixo
20071;Fazenda Faccio;Nova Mutum;São José do Rio Claro;4469212;446916;montante;8;Verde;Baixo
20037;Fazenda Guri e Guri I;Nova Mutum;Juara;44678;4463178;montante;10;Verde;Baixo
20037;Fazenda Guri e Guri I;Nova Mutum;Novo Horizonte do Norte;44678;44631784;montante;10;Verde;Baixo
20037;Fazenda Guri e Guri I;Nova Mutum;Porto dos Gaúchos;44678;4463354;montante;10;Verde;Baixo
20148;Fazenda Progresso;Nova Mutum;Juara;446974;4463178;montante;7;Verde;Baixo
20148;Fazenda Progresso;Nova Mutum;Novo Horizonte do Norte;446974;44631784;montante;7;Verde;Baixo
20148;Fazenda Progresso;Nova Mutum;Porto dos Gaúchos;446974;4463354;montante;7;Verde;Baixo
20148;Fazenda Progresso;Nova Mutum;São José do Rio Claro;446974;446916;montante;7;Verde;Baixo
36510;Fazenda Sossego;Nova Mutum;Juara;446788;4463178;montante;10;Verde;Baixo
36510;Fazenda Sossego;Nova Mutum;Novo Horizonte do Norte;446788;44631784;montante;10;Verde;Baixo
36510;Fazenda Sossego;Nova Mutum;Porto dos Gaúchos;446788;4463354;montante;10;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Alta Floresta;444868;44452872;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Carlinda;444868;44457212;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Ipiranga do Norte;444868;44483152;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Itaúba;444868;444762;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Nova Canaã do Norte;444868;44473332;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Sinop;444868;4447944;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Sorriso;444868;44483162;montante;7;Verde;Baixo
20176;Fazenda São José;Nova Mutum;Tapurah;444868;4448338;montante;7;Verde;Baixo
31629;Lago Azul;Nova Mutum;Juara;446788;4463178;montante;10;Verde;Baixo
31629;Lago Azul;Nova Mutum;Novo Horizonte do Norte;446788;44631784;montante;10;Verde;Baixo
31629;Lago Azul;Nova Mutum;Porto dos Gaúchos;446788;4463354;montante;10;Verde;Baixo
4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;Juara;44692;4463178;montante;7;Verde;Baixo
4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;Novo Horizonte do Norte;44692;44631784;montante;7;Verde;Baixo
4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;Porto dos Gaúchos;44692;4463354;montante;7;Verde;Baixo
4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;São José do Rio Claro;44692;446916;montante;7;Verde;Baixo
30962;Barramento 1 - Fazenda Guanabara – Gleba A;Nova Olímpia;Barra do Bugres;899942;8999194;montante;10;Verde;Baixo
7982;Faz. Triângulo - Reservatório 01;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
7981;Faz. Triângulo - Reservatório 02;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
7979;Faz. Triângulo - Reservatório 03;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
7980;Faz. Triângulo - Reservatório 04 / 05 / 13;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
7978;Faz. Triângulo - Reservatório 06 / 10 / 11;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
7983;Faz. Triângulo - Reservatório 12;Nova Olímpia;Barra do Bugres;89992;8999194;montante;8;Verde;Baixo
20125;Fazenda Guanabara;Nova Olímpia;Barra do Bugres;89994274;8999194;montante;10;Verde;Não Classificado
7977;Fazenda Triangulo;Nova Olímpia;Barra do Bugres;899928;8999194;montante;8;Verde;Baixo
30886;UISA A;Nova Olímpia;Barra do Bugres;89994274;8999194;montante;11;Verde;Baixo
8079;BARRAGEM  BLOCO NORTE;Nova Santa Helena;Alta Floresta;444692;44452872;montante;13;Verde;Baixo
8079;BARRAGEM  BLOCO NORTE;Nova Santa Helena;Carlinda;444692;44457212;montante;13;Verde;Baixo
8079;BARRAGEM  BLOCO NORTE;Nova Santa Helena;Terra Nova do Norte;444692;444638;montante;13;Verde;Baixo
35160;BARRAGEM SANTA TEREZINHA;Nova Santa Helena;Alta Floresta;44462;44452872;montante;10;Verde;Baixo
35160;BARRAGEM SANTA TEREZINHA;Nova Santa Helena;Carlinda;44462;44457212;montante;10;Verde;Baixo
22041;Dorival;Nova Santa Helena;Alta Floresta;444628;44452872;montante;13;Verde;Baixo
22041;Dorival;Nova Santa Helena;Carlinda;444628;44457212;montante;13;Verde;Baixo
26537;Gilmar Mioranza;Nova Santa Helena;Alta Floresta;44462;44452872;montante;10;Verde;Baixo
26537;Gilmar Mioranza;Nova Santa Helena;Carlinda;44462;44457212;montante;10;Verde;Baixo
26331;Prefeitura Municipal de Nova Santa Helena;Nova Santa Helena;Alta Floresta;44462;44452872;montante;9;Verde;Não Classificado
26331;Prefeitura Municipal de Nova Santa Helena;Nova Santa Helena;Carlinda;44462;44457212;montante;9;Verde;Não Classificado
22158;Santa Helena;Nova Santa Helena;Alta Floresta;444628;44452872;montante;13;Verde;Baixo
22158;Santa Helena;Nova Santa Helena;Carlinda;444628;44457212;montante;13;Verde;Baixo
338;Barragem A2;Nova Ubiratã;Cláudia;4269982;426912;montante;8;Verde;Baixo
338;Barragem A2;Nova Ubiratã;Marcelândia;4269982;42678;montante;8;Verde;Baixo
338;Barragem A2;Nova Ubiratã;Santa Carmem;4269982;426972;montante;8;Verde;Baixo
338;Barragem A2;Nova Ubiratã;União do Sul;4269982;426918;montante;8;Verde;Baixo
34995;Barramento I – Fazenda Futura;Nova Ubiratã;Feliz Natal;42868;428586;montante;8;Verde;Baixo
26535;FAZENDA NOSSA SENHORA APARECIDA;Nova Ubiratã;Feliz Natal;428674;428586;montante;6;Verde;Baixo
20088;Faz. Boca da Mata;Nova Ubiratã;Feliz Natal;4286;428586;montante;7;Verde;Baixo
8092;Faz. Sopave;Nova Ubiratã;Feliz Natal;42894;428586;montante;6;Verde;Baixo
20764;Fazenda Alvorada;Nova Ubiratã;Feliz Natal;42864;428586;montante;6;Verde;Baixo
36627;Fazenda Concorcia;Nova Ubiratã;Feliz Natal;42866;428586;montante;6;Verde;Baixo
36632;Fazenda Concordia - Reservatório 2;Nova Ubiratã;Feliz Natal;428678;428586;montante;7;Verde;Não Classificado
35490;Fazenda Futura ? Barramento VI;Nova Ubiratã;Feliz Natal;42892;428586;montante;8;Verde;Baixo
8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Cláudia;426998;426912;montante;8;Verde;Baixo
8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Marcelândia;426998;42678;montante;8;Verde;Baixo
8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Santa Carmem;426998;426972;montante;8;Verde;Baixo
8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;União do Sul;426998;426918;montante;8;Verde;Baixo
20086;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Feliz Natal;42866;428586;montante;7;Verde;Baixo
26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Cláudia;4269982;426912;montante;6;Verde;Baixo
26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Marcelândia;4269982;42678;montante;6;Verde;Baixo
26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Santa Carmem;4269982;426972;montante;6;Verde;Baixo
26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;União do Sul;4269982;426918;montante;6;Verde;Baixo
5904;Fazenda Orion;Nova Ubiratã;Feliz Natal;42868;428586;montante;7;Verde;Baixo
8058;Fazenda Parauna;Nova Ubiratã;Cláudia;426996;426912;montante;6;Verde;Baixo
8058;Fazenda Parauna;Nova Ubiratã;Marcelândia;426996;42678;montante;6;Verde;Baixo
8058;Fazenda Parauna;Nova Ubiratã;Santa Carmem;426996;426972;montante;6;Verde;Baixo
8058;Fazenda Parauna;Nova Ubiratã;União do Sul;426996;426918;montante;6;Verde;Baixo
30879;Fazenda Paraúna;Nova Ubiratã;Cláudia;4269962;426912;montante;8;Verde;Baixo
30879;Fazenda Paraúna;Nova Ubiratã;Marcelândia;4269962;42678;montante;8;Verde;Baixo
30879;Fazenda Paraúna;Nova Ubiratã;Santa Carmem;4269962;426972;montante;8;Verde;Baixo
30879;Fazenda Paraúna;Nova Ubiratã;União do Sul;4269962;426918;montante;8;Verde;Baixo
36554;Fazenda Santa Lúcia;Nova Ubiratã;Feliz Natal;42866;428586;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Alta Floresta;4449256;44452872;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Carlinda;4449256;44457212;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Itaúba;4449256;444762;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Nova Canaã do Norte;4449256;44473332;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Sinop;4449256;4447944;montante;8;Verde;Baixo
8056;Fazenda Sorriso;Nova Ubiratã;Vera;4449256;4449162;montante;8;Verde;Baixo
8065;Matrícula 7164, 2464, 2095 e 2096;Nova Ubiratã;Feliz Natal;42866;428586;montante;6;Verde;Baixo
35636;Sítio Bom Futuro;Nova Ubiratã;Feliz Natal;4289244;428586;montante;10;Verde;Baixo
36469;Fazenda Gleba Wilma;Novo São Joaquim;General Carneiro;6876;687382;montante;8;Verde;Baixo
586;BR BOSCO;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;23;Amarelo;Médio
586;BR BOSCO;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;23;Amarelo;Médio
21940;BR PIRÂMIDE;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;23;Amarelo;Médio
21940;BR PIRÂMIDE;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;23;Amarelo;Médio
5573;BR SANTA 01;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;28;Amarelo;Médio
5573;BR SANTA 01;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;28;Amarelo;Médio
588;BR SANTA FELICIDADE;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;23;Amarelo;Médio
588;BR SANTA FELICIDADE;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;23;Amarelo;Médio
22009;BR SANTA FELICIDADE 02;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;21;Amarelo;Baixo
22009;BR SANTA FELICIDADE 02;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;21;Amarelo;Baixo
27626;Barragem - Valdenir;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;19;Verde;Baixo
27626;Barragem - Valdenir;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;19;Verde;Baixo
5560;Barragem de Rejeito Estrela;Nossa Senhora do Livramento;Cuiabá;8965744;896573;montante;29;Amarelo;Alto
5560;Barragem de Rejeito Estrela;Nossa Senhora do Livramento;Várzea Grande;8965744;89657182;montante;29;Amarelo;Alto
5562;Barragem de Rejeito Estrela 02;Nossa Senhora do Livramento;Cuiabá;8965744;896573;montante;29;Amarelo;Alto
5562;Barragem de Rejeito Estrela 02;Nossa Senhora do Livramento;Várzea Grande;8965744;89657182;montante;29;Amarelo;Alto
5559;Barragem de Rejeito Estrela 03;Nossa Senhora do Livramento;Cuiabá;8965744;896573;montante;29;Amarelo;Alto
5559;Barragem de Rejeito Estrela 03;Nossa Senhora do Livramento;Várzea Grande;8965744;89657182;montante;29;Amarelo;Alto
5603;Barragem de Rejeitos Bom Futuro;Nossa Senhora do Livramento;Cuiabá;896574;896573;montante;32;Amarelo;Médio
5603;Barragem de Rejeitos Bom Futuro;Nossa Senhora do Livramento;Várzea Grande;896574;89657182;montante;32;Amarelo;Médio
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;Cuiabá;896574;896573;montante;17;Verde;Baixo
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;Várzea Grande;896574;89657182;montante;17;Verde;Baixo
27619;MD-01;Nova Lacerda;Comodoro;4699436;46993296;montante;16;Verde;Baixo
37527;Fazenda Ventania;Nova Mutum;Juara;446788;4463178;montante;9;Verde;Alto
37527;Fazenda Ventania;Nova Mutum;Novo Horizonte do Norte;446788;44631784;montante;9;Verde;Alto
37527;Fazenda Ventania;Nova Mutum;Porto dos Gaúchos;446788;4463354;montante;9;Verde;Alto
26234;BARRAGEM BLOCO  SUL;Nova Santa Helena;Alta Floresta;444692;44452872;montante;15;Verde;Baixo
26234;BARRAGEM BLOCO  SUL;Nova Santa Helena;Carlinda;444692;44457212;montante;15;Verde;Baixo
26234;BARRAGEM BLOCO  SUL;Nova Santa Helena;Terra Nova do Norte;444692;444638;montante;15;Verde;Baixo
37548;TSF Figueira Branca;Nova Santa Helena;Alta Floresta;4446924;44452872;montante;13;Verde;Baixo
37548;TSF Figueira Branca;Nova Santa Helena;Carlinda;4446924;44457212;montante;13;Verde;Baixo
37548;TSF Figueira Branca;Nova Santa Helena;Terra Nova do Norte;4446924;444638;montante;13;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Alta Floresta;44492;44452872;montante;6;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Carlinda;44492;44457212;montante;6;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Itaúba;44492;444762;montante;6;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Nova Canaã do Norte;44492;44473332;montante;6;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Sinop;44492;4447944;montante;6;Verde;Baixo
37431;Fazenda Mundo Novo -;Nova Ubiratã;Vera;44492;4449162;montante;6;Verde;Baixo
4338;PCH Culuene - Culuene;Paranatinga;Planalto da Serra;42;42;mesmo trecho;5;Verde;Baixo
4330;PCH Paranatinga II - Paranatinga II;Paranatinga;Planalto da Serra;42;42;mesmo trecho;6;Verde;Médio
36543;Barragem Prefeitura Ponte Branca;Ponte Branca;Ribeirãozinho;699592;69934;montante;8;Verde;Baixo
36543;Barragem Prefeitura Ponte Branca;Ponte Branca;Torixoréu;699592;69934;montante;8;Verde;Baixo
35573;BARRAGEM DO POÇO;Pontes e Lacerda;Comodoro;469964;46993296;montante;12;Verde;Baixo
35573;BARRAGEM DO POÇO;Pontes e Lacerda;Nova Lacerda;469964;46993962;montante;12;Verde;Baixo
