id_snisb;nome_barragem;municipio_sede;municipio_potencialmente_afetado;codigo_trecho_barragem;codigo_secao_controle_afetado;relacao_otto;idap;nivel;dano_potencial_associado
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Sinop;4449362;4447944;montante;9;Verde;Baixo
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Vera;4449362;4449162;montante;9;Verde;Baixo
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Alta Floresta;4449362;44452872;montante;9;Verde;Médio
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Carlinda;4449362;44457212;montante;9;Verde;Médio
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Itaúba;4449362;444762;montante;9;Verde;Médio
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Nova Canaã do Norte;4449362;44473332;montante;9;Verde;Médio
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Sinop;4449362;4447944;montante;9;Verde;Médio
20070;Barramento 02 (Montante) - São Cristóvão;Sorriso;Vera;4449362;4449162;montante;9;Verde;Médio
35272;Barramento 02 Fazenda Água Azul;Sorriso;Alta Floresta;444926;44452872;montante;9;Verde;Baixo
35272;Barramento 02 Fazenda Água Azul;Sorriso;Carlinda;444926;44457212;montante;9;Verde;Baixo
35272;Barramento 02 Fazenda Água Azul;Sorriso;Itaúba;444926;444762;montante;9;Verde;Baixo
35272;Barramento 02 Fazenda Água Azul;Sorriso;Nova Canaã do Norte;444926;44473332;montante;9;Verde;Baixo
35272;Barramento 02 Fazenda Água Azul;Sorriso;Sinop;444926;4447944;montante;9;Verde;Baixo
35272;Barramento 02 Fazenda Água Azul;Sorriso;Vera;444926;4449162;montante;9;Verde;Baixo
34024;Barramento 3-  São Cristóvão;Sorriso;Alta Floresta;4449362;44452872;montante;9;Verde;Médio
34024;Barramento 3-  São Cristóvão;Sorriso;Carlinda;4449362;44457212;montante;9;Verde;Médio
34024;Barramento 3-  São Cristóvão;Sorriso;Itaúba;4449362;444762;montante;9;Verde;Médio
34024;Barramento 3-  São Cristóvão;Sorriso;Nova Canaã do Norte;4449362;44473332;montante;9;Verde;Médio
34024;Barramento 3-  São Cristóvão;Sorriso;Sinop;4449362;4447944;montante;9;Verde;Médio
34024;Barramento 3-  São Cristóvão;Sorriso;Vera;4449362;4449162;montante;9;Verde;Médio
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Alta Floresta;4449344;44452872;montante;9;Verde;Baixo
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Carlinda;4449344;44457212;montante;9;Verde;Baixo
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Itaúba;4449344;444762;montante;9;Verde;Baixo
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Nova Canaã do Norte;4449344;44473332;montante;9;Verde;Baixo
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Sinop;4449344;4447944;montante;9;Verde;Baixo
36511;Barramento Fazenda Cascata e Cascata II;Sorriso;Vera;4449344;4449162;montante;9;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Alta Floresta;4449322;44452872;montante;11;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Carlinda;4449322;44457212;montante;11;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Itaúba;4449322;444762;montante;11;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Nova Canaã do Norte;4449322;44473332;montante;11;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Sinop;4449322;4447944;montante;11;Verde;Baixo
8050;Barramento Fazenda Rodeio;Sorriso;Vera;4449322;4449162;montante;11;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Alta Floresta;444926;44452872;montante;9;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Carlinda;444926;44457212;montante;9;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Itaúba;444926;444762;montante;9;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Nova Canaã do Norte;444926;44473332;montante;9;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Sinop;444926;4447944;montante;9;Verde;Baixo
35534;Barramento Fazenda Água Azul II;Sorriso;Vera;444926;4449162;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Alta Floresta;4449312;44452872;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Carlinda;4449312;44457212;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Itaúba;4449312;444762;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Nova Canaã do Norte;4449312;44473332;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Sinop;4449312;4447944;montante;9;Verde;Baixo
35130;Barramento MONTANTE;Sorriso;Vera;4449312;4449162;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Alta Floresta;4449312;44452872;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Carlinda;4449312;44457212;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Itaúba;4449312;444762;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Nova Canaã do Norte;4449312;44473332;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Sinop;4449312;4447944;montante;9;Verde;Baixo
35131;Barramento MONTANTE 2;Sorriso;Vera;4449312;4449162;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Alta Floresta;44492;44452872;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Carlinda;44492;44457212;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Itaúba;44492;444762;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Nova Canaã do Norte;44492;44473332;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Sinop;44492;4447944;montante;9;Verde;Baixo
35230;Barramento Montante - Fazenda Juliana;Sorriso;Vera;44492;4449162;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Alta Floresta;4449312;44452872;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Carlinda;4449312;44457212;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Itaúba;4449312;444762;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Nova Canaã do Norte;4449312;44473332;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Sinop;4449312;4447944;montante;9;Verde;Baixo
35128;Barramento PRINCIPAL;Sorriso;Vera;4449312;4449162;montante;9;Verde;Baixo
8043;Barramento Sede;Sorriso;Alta Floresta;4449118;44452872;montante;9;Verde;Baixo
8043;Barramento Sede;Sorriso;Carlinda;4449118;44457212;montante;9;Verde;Baixo
8043;Barramento Sede;Sorriso;Itaúba;4449118;444762;montante;9;Verde;Baixo
8043;Barramento Sede;Sorriso;Nova Canaã do Norte;4449118;44473332;montante;9;Verde;Baixo
8043;Barramento Sede;Sorriso;Sinop;4449118;4447944;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Alta Floresta;4449342;44452872;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Carlinda;4449342;44457212;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Itaúba;4449342;444762;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Nova Canaã do Norte;4449342;44473332;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Sinop;4449342;4447944;montante;9;Verde;Baixo
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;Vera;4449342;4449162;montante;9;Verde;Baixo
33406;Estrela de Fogo;Sorriso;Alta Floresta;4449116;44452872;montante;9;Verde;Baixo
33406;Estrela de Fogo;Sorriso;Carlinda;4449116;44457212;montante;9;Verde;Baixo
33406;Estrela de Fogo;Sorriso;Itaúba;4449116;444762;montante;9;Verde;Baixo
33406;Estrela de Fogo;Sorriso;Nova Canaã do Norte;4449116;44473332;montante;9;Verde;Baixo
33406;Estrela de Fogo;Sorriso;Sinop;4449116;4447944;montante;9;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Alta Floresta;4449358;44452872;montante;7;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Carlinda;4449358;44457212;montante;7;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Itaúba;4449358;444762;montante;7;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Nova Canaã do Norte;4449358;44473332;montante;7;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Sinop;4449358;4447944;montante;7;Verde;Baixo
8042;FAZ. CEOLATTO;Sorriso;Vera;4449358;4449162;montante;7;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Alta Floresta;4448316;44452872;montante;10;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Carlinda;4448316;44457212;montante;10;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Ipiranga do Norte;4448316;44483152;montante;10;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Itaúba;4448316;444762;montante;10;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Nova Canaã do Norte;4448316;44473332;montante;10;Verde;Baixo
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;Sinop;4448316;4447944;montante;10;Verde;Baixo
20032;FAZENDA CASCATA;Sorriso;Alta Floresta;4449344;44452872;montante;8;Verde;Não Classificado
20032;FAZENDA CASCATA;Sorriso;Carlinda;4449344;44457212;montante;8;Verde;Não Classificado
20032;FAZENDA CASCATA;Sorriso;Itaúba;4449344;444762;montante;8;Verde;Não Classificado
20032;FAZENDA CASCATA;Sorriso;Nova Canaã do Norte;4449344;44473332;montante;8;Verde;Não Classificado
20032;FAZENDA CASCATA;Sorriso;Sinop;4449344;4447944;montante;8;Verde;Não Classificado
20032;FAZENDA CASCATA;Sorriso;Vera;4449344;4449162;montante;8;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Alta Floresta;44483332;44452872;montante;9;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Carlinda;44483332;44457212;montante;9;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Ipiranga do Norte;44483332;44483152;montante;9;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Itaúba;44483332;444762;montante;9;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Nova Canaã do Norte;44483332;44473332;montante;9;Verde;Não Classificado
20035;FAZENDA JABORANDI;Sorriso;Sinop;44483332;4447944;montante;9;Verde;Não Classificado
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Alta Floresta;44483182;44452872;montante;8;Verde;Baixo
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Carlinda;44483182;44457212;montante;8;Verde;Baixo
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Ipiranga do Norte;44483182;44483152;montante;8;Verde;Baixo
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Itaúba;44483182;444762;montante;8;Verde;Baixo
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Nova Canaã do Norte;44483182;44473332;montante;8;Verde;Baixo
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;Sinop;44483182;4447944;montante;8;Verde;Baixo
305;FAZENDA MEU PEDAÇO;Sorriso;Alta Floresta;4449192;44452872;montante;7;Verde;Baixo
305;FAZENDA MEU PEDAÇO;Sorriso;Carlinda;4449192;44457212;montante;7;Verde;Baixo
305;FAZENDA MEU PEDAÇO;Sorriso;Itaúba;4449192;444762;montante;7;Verde;Baixo
305;FAZENDA MEU PEDAÇO;Sorriso;Nova Canaã do Norte;4449192;44473332;montante;7;Verde;Baixo
305;FAZENDA MEU PEDAÇO;Sorriso;Sinop;4449192;4447944;montante;7;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Alta Floresta;4449326;44452872;montante;9;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Carlinda;4449326;44457212;montante;9;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Itaúba;4449326;444762;montante;9;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Nova Canaã do Norte;4449326;44473332;montante;9;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Sinop;4449326;4447944;montante;9;Verde;Baixo
306;FAZENDA POTRICH;Sorriso;Vera;4449326;4449162;montante;9;Verde;Baixo
20034;FAZENDA RIO VERDE;Sorriso;Alta Floresta;444854;44452872;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Carlinda;444854;44457212;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Ipiranga do Norte;444854;44483152;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Itaúba;444854;444762;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Nova Canaã do Norte;444854;44473332;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Sinop;444854;4447944;montante;9;Verde;Alto
20034;FAZENDA RIO VERDE;Sorriso;Tapurah;444854;4448338;montante;9;Verde;Alto
20214;Faz. Chapadão Verde;Sorriso;Alta Floresta;4449342;44452872;montante;8;Verde;Não Classificado
20214;Faz. Chapadão Verde;Sorriso;Carlinda;4449342;44457212;montante;8;Verde;Não Classificado
20214;Faz. Chapadão Verde;Sorriso;Itaúba;4449342;444762;montante;8;Verde;Não Classificado
20214;Faz. Chapadão Verde;Sorriso;Nova Canaã do Norte;4449342;44473332;montante;8;Verde;Não Classificado
20214;Faz. Chapadão Verde;Sorriso;Sinop;4449342;4447944;montante;8;Verde;Não Classificado
20214;Faz. Chapadão Verde;Sorriso;Vera;4449342;4449162;montante;8;Verde;Não Classificado
8039;Faz. Paraíso;Sorriso;Alta Floresta;4449334;44452872;montante;7;Verde;Baixo
8039;Faz. Paraíso;Sorriso;Carlinda;4449334;44457212;montante;7;Verde;Baixo
8039;Faz. Paraíso;Sorriso;Itaúba;4449334;444762;montante;7;Verde;Baixo
8039;Faz. Paraíso;Sorriso;Nova Canaã do Norte;4449334;44473332;montante;7;Verde;Baixo
8039;Faz. Paraíso;Sorriso;Sinop;4449334;4447944;montante;7;Verde;Baixo
8039;Faz. Paraíso;Sorriso;Vera;4449334;4449162;montante;7;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Alta Floresta;44483332;44452872;montante;8;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Carlinda;44483332;44457212;montante;8;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Ipiranga do Norte;44483332;44483152;montante;8;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Itaúba;44483332;444762;montante;8;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Nova Canaã do Norte;44483332;44473332;montante;8;Verde;Baixo
8038;Faz. Pinheiros;Sorriso;Sinop;44483332;4447944;montante;8;Verde;Baixo
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Alta Floresta;4449354;44452872;montante;8;Verde;Não Classificado
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Carlinda;4449354;44457212;montante;8;Verde;Não Classificado
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Itaúba;4449354;444762;montante;8;Verde;Não Classificado
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Nova Canaã do Norte;4449354;44473332;montante;8;Verde;Não Classificado
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Sinop;4449354;4447944;montante;8;Verde;Não Classificado
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;Vera;4449354;4449162;montante;8;Verde;Não Classificado
335;Fazenda Barreiro;Sorriso;Alta Floresta;4448;44452872;montante;7;Verde;Baixo
335;Fazenda Barreiro;Sorriso;Carlinda;4448;44457212;montante;7;Verde;Baixo
335;Fazenda Barreiro;Sorriso;Itaúba;4448;444762;montante;7;Verde;Baixo
335;Fazenda Barreiro;Sorriso;Nova Canaã do Norte;4448;44473332;montante;7;Verde;Baixo
335;Fazenda Barreiro;Sorriso;Sinop;4448;4447944;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Alta Floresta;444936;44452872;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Carlinda;444936;44457212;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Itaúba;444936;444762;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Nova Canaã do Norte;444936;44473332;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Sinop;444936;4447944;montante;7;Verde;Baixo
36556;Fazenda Cachoeira II;Sorriso;Vera;444936;4449162;montante;7;Verde;Baixo
8046;Fazenda Capixaba;Sorriso;Alta Floresta;4449376;44452872;montante;9;Verde;Médio
8046;Fazenda Capixaba;Sorriso;Carlinda;4449376;44457212;montante;9;Verde;Médio
8046;Fazenda Capixaba;Sorriso;Itaúba;4449376;444762;montante;9;Verde;Médio
8046;Fazenda Capixaba;Sorriso;Nova Canaã do Norte;4449376;44473332;montante;9;Verde;Médio
8046;Fazenda Capixaba;Sorriso;Sinop;4449376;4447944;montante;9;Verde;Médio
8046;Fazenda Capixaba;Sorriso;Vera;4449376;4449162;montante;9;Verde;Médio
8053;Fazenda Caravaggio;Sorriso;Alta Floresta;4449254;44452872;montante;7;Verde;Baixo
8053;Fazenda Caravaggio;Sorriso;Carlinda;4449254;44457212;montante;7;Verde;Baixo
8053;Fazenda Caravaggio;Sorriso;Itaúba;4449254;444762;montante;7;Verde;Baixo
8053;Fazenda Caravaggio;Sorriso;Nova Canaã do Norte;4449254;44473332;montante;7;Verde;Baixo
8053;Fazenda Caravaggio;Sorriso;Sinop;4449254;4447944;montante;7;Verde;Baixo
8053;Fazenda Caravaggio;Sorriso;Vera;4449254;4449162;montante;7;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Alta Floresta;4448316;44452872;montante;10;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Carlinda;4448316;44457212;montante;10;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Ipiranga do Norte;4448316;44483152;montante;10;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Itaúba;4448316;444762;montante;10;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Nova Canaã do Norte;4448316;44473332;montante;10;Verde;Baixo
293;Fazenda Carol I, II e III - Barragem I;Sorriso;Sinop;4448316;4447944;montante;10;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Alta Floresta;4449348;44452872;montante;7;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Carlinda;4449348;44457212;montante;7;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Itaúba;4449348;444762;montante;7;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Nova Canaã do Norte;4449348;44473332;montante;7;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Sinop;4449348;4447944;montante;7;Verde;Baixo
8040;Fazenda Córrego Grande;Sorriso;Vera;4449348;4449162;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Alta Floresta;444854;44452872;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Carlinda;444854;44457212;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Ipiranga do Norte;444854;44483152;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Itaúba;444854;444762;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Nova Canaã do Norte;444854;44473332;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Sinop;444854;4447944;montante;7;Verde;Baixo
334;Fazenda Dal Molin V;Sorriso;Tapurah;444854;4448338;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Alta Floresta;4449344;44452872;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Carlinda;4449344;44457212;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Itaúba;4449344;444762;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Nova Canaã do Norte;4449344;44473332;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Sinop;4449344;4447944;montante;7;Verde;Baixo
21903;Fazenda Del Mar;Sorriso;Vera;4449344;4449162;montante;7;Verde;Baixo
26229;Fazenda Eduina Teresa;Sorriso;Alta Floresta;444812;44452872;montante;8;Verde;Baixo
26229;Fazenda Eduina Teresa;Sorriso;Carlinda;444812;44457212;montante;8;Verde;Baixo
26229;Fazenda Eduina Teresa;Sorriso;Itaúba;444812;444762;montante;8;Verde;Baixo
26229;Fazenda Eduina Teresa;Sorriso;Nova Canaã do Norte;444812;44473332;montante;8;Verde;Baixo
26229;Fazenda Eduina Teresa;Sorriso;Sinop;444812;4447944;montante;8;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Alta Floresta;44483332;44452872;montante;9;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Carlinda;44483332;44457212;montante;9;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Ipiranga do Norte;44483332;44483152;montante;9;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Itaúba;44483332;444762;montante;9;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Nova Canaã do Norte;44483332;44473332;montante;9;Verde;Baixo
337;Fazenda Jaborandi;Sorriso;Sinop;44483332;4447944;montante;9;Verde;Baixo
386;Fazenda Macape;Sorriso;Alta Floresta;4449212;44452872;montante;12;Verde;Médio
386;Fazenda Macape;Sorriso;Carlinda;4449212;44457212;montante;12;Verde;Médio
386;Fazenda Macape;Sorriso;Itaúba;4449212;444762;montante;12;Verde;Médio
386;Fazenda Macape;Sorriso;Nova Canaã do Norte;4449212;44473332;montante;12;Verde;Médio
386;Fazenda Macape;Sorriso;Sinop;4449212;4447944;montante;12;Verde;Médio
386;Fazenda Macape;Sorriso;Vera;4449212;4449162;montante;12;Verde;Médio
8049;Fazenda Marauense;Sorriso;Alta Floresta;444932;44452872;montante;11;Verde;Baixo
8049;Fazenda Marauense;Sorriso;Carlinda;444932;44457212;montante;11;Verde;Baixo
8049;Fazenda Marauense;Sorriso;Itaúba;444932;444762;montante;11;Verde;Baixo
8049;Fazenda Marauense;Sorriso;Nova Canaã do Norte;444932;44473332;montante;11;Verde;Baixo
8049;Fazenda Marauense;Sorriso;Sinop;444932;4447944;montante;11;Verde;Baixo
8049;Fazenda Marauense;Sorriso;Vera;444932;4449162;montante;11;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Alta Floresta;4449312;44452872;montante;7;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Carlinda;4449312;44457212;montante;7;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Itaúba;4449312;444762;montante;7;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Nova Canaã do Norte;4449312;44473332;montante;7;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Sinop;4449312;4447944;montante;7;Verde;Baixo
8047;Fazenda Poranga II - III;Sorriso;Vera;4449312;4449162;montante;7;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Alta Floresta;44483392;44452872;montante;9;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Carlinda;44483392;44457212;montante;9;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Ipiranga do Norte;44483392;44483152;montante;9;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Itaúba;44483392;444762;montante;9;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Nova Canaã do Norte;44483392;44473332;montante;9;Verde;Baixo
20063;Fazenda Possamai;Sorriso;Sinop;44483392;4447944;montante;9;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Alta Floresta;44483392;44452872;montante;10;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Carlinda;44483392;44457212;montante;10;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Ipiranga do Norte;44483392;44483152;montante;10;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Itaúba;44483392;444762;montante;10;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Nova Canaã do Norte;44483392;44473332;montante;10;Verde;Baixo
30796;Fazenda Possamai II;Sorriso;Sinop;44483392;4447944;montante;10;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Alta Floresta;4449326;44452872;montante;7;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Carlinda;4449326;44457212;montante;7;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Itaúba;4449326;444762;montante;7;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Nova Canaã do Norte;4449326;44473332;montante;7;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Sinop;4449326;4447944;montante;7;Verde;Baixo
8051;Fazenda Potrich;Sorriso;Vera;4449326;4449162;montante;7;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Alta Floresta;4449326;44452872;montante;9;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Carlinda;4449326;44457212;montante;9;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Itaúba;4449326;444762;montante;9;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Nova Canaã do Norte;4449326;44473332;montante;9;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Sinop;4449326;4447944;montante;9;Verde;Baixo
36512;Fazenda Potrich II, IV e V;Sorriso;Vera;4449326;4449162;montante;9;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Alta Floresta;44493222;44452872;montante;7;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Carlinda;44493222;44457212;montante;7;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Itaúba;44493222;444762;montante;7;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Nova Canaã do Norte;44493222;44473332;montante;7;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Sinop;44493222;4447944;montante;7;Verde;Baixo
8048;Fazenda Recanto II e III;Sorriso;Vera;44493222;4449162;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Alta Floresta;4449362;44452872;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Carlinda;4449362;44457212;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Itaúba;4449362;444762;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Nova Canaã do Norte;4449362;44473332;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Sinop;4449362;4447944;montante;7;Verde;Baixo
8052;Fazenda Reolon;Sorriso;Vera;4449362;4449162;montante;7;Verde;Baixo
5786;Fazenda Rio Verde III ? Barramento 3;Sorriso;Alta Floresta;444854;44452872;montante;11;Verde;Médio
5786;Fazenda Rio Verde III ? Barramento 3;Sorriso;Carlinda;444854;44457212;montante;11;Verde;Médio
5786;Fazenda Rio Verde III ? Barramento 3;Sorriso;Ipiranga do Norte;444854;44483152;montante;11;Verde;Médio
